Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0420,Inductor-1841,COMP0016,104,4,Module,Medium,SUPP071,16
COMP0049,MOSFET-6155,COMP0412,36,3,Sub-assembly,High,SUPP100,15
COMP0067,Sensor-1188,COMP0206,96,2,PCB Assembly,Low,SUPP011,38
COMP0301,LED-4505,COMP0417,20,2,Sub-assembly,High,SUPP083,29
COMP0415,Crystal-9042,COMP0464,85,2,Sub-assembly,Low,SUPP007,11
COMP0474,Microcontroller-7690,COMP0421,186,3,Raw Part,High,SUPP088,28
COMP0089,Capacitor-8962,COMP0466,48,3,Sub-assembly,Medium,SUPP020,3
COMP0315,Transistor-8140,COMP0126,166,3,Sub-assembly,Medium,SUPP071,31
COMP0032,Diode-2654,COMP0197,36,2,Raw Part,Medium,SUPP068,16
COMP0323,MOSFET-1444,COMP0279,5,4,Cable Assembly,Low,SUPP046,31
COMP0279,Connector-1822,COMP0177,145,4,Raw Part,Medium,SUPP024,2
COMP0164,IC-3144,COMP0016,200,3,Sub-assembly,Low,SUPP061,34
COMP0184,MOSFET-4450,COMP0120,41,4,Sub-assembly,Medium,SUPP035,35
COMP0418,Connector-8843,COMP0378,15,4,PCB Assembly,Low,SUPP074,52
COMP0199,Microcontroller-3426,COMP0430,45,3,Sub-assembly,Medium,SUPP095,45
COMP0184,MOSFET-4450,COMP0015,181,4,PCB Assembly,Low,SUPP073,10
COMP0289,Connector-5246,COMP0429,127,4,Raw Part,High,SUPP005,6
COMP0029,LED-2139,COMP0113,6,2,Raw Part,High,SUPP079,13
COMP0413,Sensor-5786,COMP0368,46,2,Module,Low,SUPP042,4
COMP0012,LED-9928,COMP0361,37,2,PCB Assembly,Low,SUPP047,5
COMP0192,Inductor-5291,COMP0340,102,3,Raw Part,Medium,SUPP042,9
COMP0500,Capacitor-4681,COMP0486,112,2,PCB Assembly,Low,SUPP084,21
COMP0090,Capacitor-9727,COMP0288,178,3,Module,Medium,SUPP046,15
COMP0341,Diode-3068,COMP0090,97,3,Raw Part,Medium,SUPP017,12
COMP0374,Microcontroller-1470,ROOT,180,1,Module,Medium,SUPP099,37
COMP0017,Microcontroller-5552,COMP0163,157,2,Sub-assembly,Medium,SUPP064,10
COMP0170,Diode-9288,COMP0122,89,3,Cable Assembly,High,SUPP012,46
COMP0344,Connector-5198,COMP0454,86,3,Raw Part,Medium,SUPP032,45
COMP0035,Inductor-7065,COMP0403,28,3,PCB Assembly,High,SUPP057,47
COMP0215,IC-1634,COMP0453,106,4,Raw Part,Medium,SUPP070,25
COMP0052,Inductor-5339,COMP0404,148,4,PCB Assembly,Medium,SUPP021,29
COMP0038,LED-2169,COMP0018,76,4,Sub-assembly,Medium,SUPP014,5
COMP0176,LED-5956,COMP0193,42,2,PCB Assembly,Medium,SUPP012,22
COMP0305,IC-2020,COMP0458,124,4,PCB Assembly,Medium,SUPP084,11
COMP0311,IC-7865,COMP0081,14,4,Sub-assembly,Medium,SUPP025,27
COMP0357,Capacitor-9289,COMP0474,187,3,Raw Part,Medium,SUPP039,16
COMP0050,Diode-9179,ROOT,147,1,Raw Part,Medium,SUPP007,24
COMP0002,Resistor-5506,COMP0151,170,3,Raw Part,Medium,SUPP013,2
COMP0106,Resistor-2163,COMP0150,21,2,Raw Part,High,SUPP051,31
COMP0251,Crystal-3851,COMP0136,24,4,Raw Part,Medium,SUPP048,25
COMP0190,Transistor-1722,COMP0023,68,2,Raw Part,Medium,SUPP035,37
COMP0032,Diode-2654,COMP0357,171,2,Sub-assembly,Medium,SUPP070,27
COMP0498,Transistor-1224,COMP0117,142,4,Sub-assembly,Medium,SUPP067,27
COMP0495,Capacitor-1472,COMP0444,122,3,Raw Part,Medium,SUPP039,6
COMP0203,Microcontroller-4441,COMP0366,9,4,Raw Part,Low,SUPP074,44
COMP0318,Crystal-7624,COMP0487,194,2,Raw Part,Low,SUPP022,14
COMP0414,LED-3068,COMP0022,109,2,Sub-assembly,Medium,SUPP026,41
COMP0076,Sensor-2743,COMP0133,82,4,Module,Low,SUPP009,6
COMP0199,Microcontroller-3426,COMP0283,84,3,Module,Medium,SUPP002,51
COMP0359,Resistor-7882,COMP0268,108,3,Sub-assembly,High,SUPP073,38
COMP0299,Diode-7275,COMP0482,26,4,Module,Medium,SUPP013,51
COMP0147,Resistor-6138,COMP0451,89,4,Module,Medium,SUPP084,32
COMP0293,Transistor-8206,COMP0020,45,3,Sub-assembly,High,SUPP078,44
COMP0356,IC-7071,COMP0203,85,3,PCB Assembly,High,SUPP061,18
COMP0460,Connector-2317,COMP0173,78,3,Raw Part,Low,SUPP090,44
COMP0051,IC-8517,COMP0117,35,4,Raw Part,Low,SUPP100,21
COMP0138,IC-1960,COMP0310,166,3,Sub-assembly,Medium,SUPP053,48
COMP0249,Diode-7888,COMP0445,96,4,PCB Assembly,Medium,SUPP021,5
COMP0160,IC-9565,COMP0207,35,3,PCB Assembly,Medium,SUPP073,2
COMP0089,Capacitor-8962,COMP0427,52,2,PCB Assembly,Medium,SUPP059,4
COMP0471,MOSFET-8141,COMP0102,71,3,Raw Part,Medium,SUPP051,41
COMP0473,Capacitor-8700,COMP0016,62,2,Raw Part,Medium,SUPP023,31
COMP0301,LED-4505,COMP0177,42,3,PCB Assembly,Medium,SUPP089,6
COMP0146,Resistor-9883,ROOT,13,1,Sub-assembly,Medium,SUPP028,15
COMP0332,Transistor-2341,COMP0106,69,2,PCB Assembly,Medium,SUPP100,50
COMP0350,IC-4249,ROOT,34,1,Raw Part,Medium,SUPP002,15
COMP0130,Connector-5092,COMP0483,79,3,PCB Assembly,Low,SUPP036,28
COMP0459,Sensor-9090,COMP0179,118,3,Sub-assembly,Medium,SUPP087,34
COMP0423,IC-9056,COMP0300,27,3,Sub-assembly,Low,SUPP048,36
COMP0332,Transistor-2341,COMP0145,77,3,PCB Assembly,Medium,SUPP044,18
COMP0328,Microcontroller-4467,COMP0142,67,2,PCB Assembly,Low,SUPP084,20
COMP0097,LED-4295,COMP0392,62,2,Module,Low,SUPP077,26
COMP0339,Diode-1333,COMP0072,185,2,Sub-assembly,Medium,SUPP038,17
COMP0465,Diode-1339,COMP0199,189,3,Sub-assembly,Low,SUPP074,13
COMP0176,LED-5956,COMP0114,176,3,Raw Part,Low,SUPP086,23
COMP0260,LED-3780,COMP0088,169,2,Module,High,SUPP013,31
COMP0066,Sensor-5119,COMP0372,144,3,PCB Assembly,High,SUPP088,22
COMP0336,Diode-2124,COMP0182,58,2,PCB Assembly,Medium,SUPP043,24
COMP0134,Resistor-2528,COMP0238,31,3,Raw Part,Low,SUPP075,38
COMP0484,IC-9431,COMP0242,50,3,Raw Part,Low,SUPP049,34
COMP0153,Inductor-2122,COMP0446,39,3,Sub-assembly,Medium,SUPP053,37
COMP0458,Transistor-9199,COMP0235,37,4,Raw Part,Low,SUPP100,6
COMP0250,Crystal-7211,COMP0091,81,3,Raw Part,High,SUPP036,14
COMP0390,LED-4986,COMP0296,196,4,Sub-assembly,Low,SUPP100,6
COMP0067,Sensor-1188,COMP0325,110,3,Raw Part,Low,SUPP050,1
COMP0020,Capacitor-7224,COMP0375,96,3,Cable Assembly,Low,SUPP097,34
COMP0098,LED-6107,ROOT,2,1,Raw Part,Medium,SUPP089,23
COMP0160,IC-9565,COMP0197,129,2,Raw Part,High,SUPP006,20
COMP0486,Connector-7770,COMP0373,134,2,Raw Part,Medium,SUPP088,9
COMP0176,LED-5956,COMP0251,92,4,PCB Assembly,High,SUPP052,2
COMP0117,Capacitor-2588,COMP0068,55,2,PCB Assembly,Medium,SUPP022,8
COMP0188,Transistor-1832,COMP0406,10,3,Raw Part,Medium,SUPP099,35
COMP0320,Connector-3091,ROOT,13,1,PCB Assembly,Medium,SUPP003,4
COMP0354,MOSFET-1672,COMP0228,98,2,Sub-assembly,Medium,SUPP090,10
COMP0106,Resistor-2163,COMP0323,3,3,Raw Part,Medium,SUPP085,34
COMP0139,Inductor-7209,COMP0359,36,3,Raw Part,Low,SUPP066,47
COMP0317,IC-6507,COMP0059,28,2,Raw Part,Medium,SUPP100,17
COMP0426,MOSFET-5978,COMP0104,92,3,PCB Assembly,Medium,SUPP006,36
COMP0255,Transistor-4443,COMP0353,124,4,Raw Part,High,SUPP086,6
COMP0465,Diode-1339,COMP0294,172,2,Raw Part,Low,SUPP100,33
COMP0039,MOSFET-3803,COMP0052,66,3,Raw Part,Medium,SUPP038,17
COMP0238,Sensor-4228,ROOT,45,1,Module,Low,SUPP047,52
COMP0347,Inductor-6096,COMP0379,30,2,Sub-assembly,Low,SUPP006,1
COMP0437,Inductor-4929,COMP0332,44,2,Raw Part,Low,SUPP080,18
COMP0450,Crystal-3441,COMP0191,88,3,Sub-assembly,Medium,SUPP059,18
COMP0428,Capacitor-7818,COMP0436,123,3,PCB Assembly,Medium,SUPP022,8
COMP0068,Crystal-2876,COMP0031,41,3,Sub-assembly,Low,SUPP062,52
COMP0292,Crystal-4919,COMP0093,157,3,Raw Part,Medium,SUPP004,44
COMP0451,Transistor-3330,COMP0499,34,4,Raw Part,Medium,SUPP053,29
COMP0024,Sensor-3045,ROOT,168,1,Raw Part,Low,SUPP087,34
COMP0393,Microcontroller-7971,COMP0371,145,3,Sub-assembly,Low,SUPP044,34
COMP0268,Resistor-5011,COMP0317,25,3,Raw Part,Low,SUPP062,23
COMP0340,MOSFET-3496,COMP0198,39,3,PCB Assembly,Medium,SUPP079,4
COMP0006,Capacitor-7912,COMP0081,130,3,PCB Assembly,Low,SUPP022,5
COMP0385,LED-8800,COMP0124,85,3,Cable Assembly,High,SUPP029,36
COMP0330,Microcontroller-7211,COMP0419,61,3,Sub-assembly,Medium,SUPP074,29
COMP0046,Resistor-6168,COMP0229,81,4,Sub-assembly,Medium,SUPP084,2
COMP0053,Inductor-5040,COMP0019,143,3,Raw Part,Low,SUPP078,40
COMP0327,Transistor-7211,COMP0261,144,2,Sub-assembly,Medium,SUPP044,24
COMP0423,IC-9056,ROOT,58,1,PCB Assembly,Medium,SUPP099,40
COMP0308,MOSFET-7232,COMP0337,94,3,PCB Assembly,High,SUPP098,43
COMP0114,Inductor-8744,ROOT,91,1,PCB Assembly,Low,SUPP038,36
COMP0268,Resistor-5011,COMP0055,12,3,Module,Medium,SUPP092,48
COMP0370,Microcontroller-5022,COMP0131,157,3,Sub-assembly,High,SUPP051,14
COMP0235,Transistor-1727,COMP0098,184,4,Raw Part,Low,SUPP006,41
COMP0429,MOSFET-4697,COMP0064,198,3,Module,Medium,SUPP076,33
COMP0069,Crystal-9797,COMP0003,136,4,PCB Assembly,Medium,SUPP056,38
COMP0248,Sensor-3085,COMP0400,46,4,PCB Assembly,High,SUPP017,7
COMP0199,Microcontroller-3426,COMP0311,83,3,Raw Part,Medium,SUPP078,45
COMP0391,Transistor-7046,COMP0204,88,2,Cable Assembly,Medium,SUPP018,9
COMP0212,IC-5065,COMP0454,192,3,Raw Part,Low,SUPP071,21
COMP0365,LED-9548,COMP0284,162,3,Sub-assembly,Medium,SUPP092,19
COMP0352,Capacitor-5941,COMP0345,34,3,Cable Assembly,Medium,SUPP023,33
COMP0278,LED-9486,COMP0166,182,3,Sub-assembly,Medium,SUPP062,38
COMP0293,Transistor-8206,COMP0364,107,4,PCB Assembly,Low,SUPP069,19
COMP0450,Crystal-3441,COMP0414,4,4,Raw Part,High,SUPP019,4
COMP0344,Connector-5198,ROOT,69,1,PCB Assembly,High,SUPP037,44
COMP0129,Inductor-5563,COMP0032,177,2,PCB Assembly,Medium,SUPP070,3
COMP0184,MOSFET-4450,COMP0053,158,4,Module,Low,SUPP029,48
COMP0332,Transistor-2341,COMP0122,131,3,PCB Assembly,Low,SUPP037,45
COMP0341,Diode-3068,ROOT,98,1,Raw Part,Low,SUPP088,21
COMP0495,Capacitor-1472,COMP0007,191,3,Sub-assembly,Medium,SUPP100,29
COMP0425,Inductor-3444,COMP0325,181,2,PCB Assembly,Medium,SUPP076,35
COMP0379,Transistor-5526,COMP0398,186,3,Cable Assembly,Medium,SUPP023,44
COMP0039,MOSFET-3803,COMP0089,189,2,Raw Part,Medium,SUPP055,18
COMP0285,Connector-9270,COMP0083,150,2,PCB Assembly,High,SUPP060,46
COMP0480,Sensor-1601,COMP0079,83,2,Raw Part,Low,SUPP081,40
COMP0432,Transistor-8025,COMP0252,147,3,Raw Part,High,SUPP091,21
COMP0270,Connector-7790,COMP0095,134,2,Sub-assembly,Medium,SUPP054,35
COMP0275,Crystal-1090,COMP0179,57,3,Module,Medium,SUPP043,24
COMP0151,Inductor-1931,COMP0386,159,2,Raw Part,Low,SUPP097,42
COMP0005,Crystal-9935,COMP0178,115,2,Sub-assembly,Medium,SUPP080,16
COMP0491,Resistor-4335,ROOT,83,1,Raw Part,Low,SUPP015,25
COMP0132,Sensor-2604,COMP0145,7,3,Module,Low,SUPP048,33
COMP0412,Resistor-1893,COMP0250,12,3,Sub-assembly,Medium,SUPP042,33
COMP0043,Crystal-4598,COMP0086,198,4,Raw Part,High,SUPP009,14
COMP0344,Connector-5198,COMP0110,176,3,Raw Part,High,SUPP069,45
COMP0450,Crystal-3441,COMP0397,112,4,Raw Part,Low,SUPP096,44
COMP0079,MOSFET-4258,ROOT,184,1,Raw Part,High,SUPP007,12
COMP0407,Transistor-4727,COMP0037,148,2,PCB Assembly,Low,SUPP053,25
COMP0231,Microcontroller-6139,COMP0222,81,3,Sub-assembly,Medium,SUPP069,1
COMP0329,Connector-6355,COMP0033,194,3,PCB Assembly,High,SUPP010,23
COMP0476,Crystal-2713,COMP0149,176,3,Raw Part,High,SUPP098,29
COMP0196,Capacitor-2232,COMP0339,8,3,Raw Part,Medium,SUPP018,48
COMP0201,Resistor-6050,COMP0435,140,4,Sub-assembly,Medium,SUPP039,44
COMP0455,Connector-3037,COMP0408,187,4,Raw Part,Low,SUPP002,36
COMP0448,IC-2880,COMP0064,11,3,Sub-assembly,Medium,SUPP069,36
COMP0485,Resistor-9889,COMP0108,192,2,PCB Assembly,Low,SUPP028,27
COMP0464,Resistor-2496,COMP0263,37,3,Sub-assembly,Medium,SUPP033,13
COMP0059,Connector-2489,COMP0410,146,2,Module,Low,SUPP071,30
COMP0331,Transistor-7906,COMP0149,172,3,Sub-assembly,High,SUPP093,38
COMP0250,Crystal-7211,COMP0183,33,4,PCB Assembly,Medium,SUPP037,40
COMP0036,Microcontroller-4432,COMP0163,125,4,Raw Part,Medium,SUPP040,45
COMP0300,LED-3503,COMP0291,94,2,PCB Assembly,Low,SUPP022,1
COMP0161,Microcontroller-5272,COMP0114,183,2,PCB Assembly,Medium,SUPP047,9
COMP0348,Capacitor-1420,COMP0450,123,3,Raw Part,Medium,SUPP040,32
COMP0283,Crystal-9702,COMP0331,156,2,Sub-assembly,Medium,SUPP018,35
COMP0101,Connector-2982,COMP0454,161,2,Sub-assembly,High,SUPP003,33
COMP0324,Capacitor-8022,ROOT,149,1,Raw Part,Low,SUPP028,3
COMP0283,Crystal-9702,COMP0458,139,2,Raw Part,Low,SUPP047,26
COMP0115,Diode-8749,COMP0302,188,4,Module,High,SUPP065,33
COMP0047,IC-5386,COMP0258,3,3,PCB Assembly,Low,SUPP079,44
COMP0085,Capacitor-6947,COMP0072,115,4,Sub-assembly,Medium,SUPP073,43
COMP0447,Transistor-4241,COMP0377,188,4,Raw Part,Medium,SUPP029,49
COMP0250,Crystal-7211,COMP0136,95,2,Sub-assembly,Medium,SUPP067,51
COMP0185,LED-6617,COMP0470,117,3,Module,High,SUPP084,21
COMP0053,Inductor-5040,COMP0267,163,3,PCB Assembly,Low,SUPP034,38
COMP0279,Connector-1822,COMP0193,168,3,Raw Part,Medium,SUPP010,34
COMP0129,Inductor-5563,COMP0465,58,3,Raw Part,Medium,SUPP045,32
COMP0406,Capacitor-4180,COMP0310,2,3,Raw Part,High,SUPP022,15
COMP0040,Sensor-5010,COMP0144,55,3,Sub-assembly,High,SUPP078,46
COMP0419,Connector-6582,COMP0118,107,2,PCB Assembly,Low,SUPP062,44
COMP0246,Microcontroller-7592,COMP0303,42,3,Raw Part,Medium,SUPP032,3
COMP0066,Sensor-5119,COMP0083,35,3,Raw Part,High,SUPP074,10
COMP0029,LED-2139,COMP0473,47,2,Raw Part,Medium,SUPP073,41
COMP0010,MOSFET-1434,COMP0373,170,4,PCB Assembly,Low,SUPP028,29
COMP0311,IC-7865,COMP0445,124,4,Sub-assembly,Low,SUPP077,10
COMP0407,Transistor-4727,COMP0393,47,3,Raw Part,Medium,SUPP022,47
COMP0352,Capacitor-5941,COMP0233,153,3,Raw Part,Medium,SUPP050,9
COMP0056,MOSFET-7543,ROOT,134,1,Module,Medium,SUPP054,10
COMP0311,IC-7865,COMP0244,158,2,Raw Part,Low,SUPP069,33
COMP0386,Crystal-9041,COMP0247,169,2,Sub-assembly,Medium,SUPP001,50
COMP0348,Capacitor-1420,COMP0268,108,3,Raw Part,High,SUPP068,28
COMP0118,Crystal-8062,COMP0247,197,4,Raw Part,Medium,SUPP095,49
COMP0429,MOSFET-4697,COMP0051,109,3,Sub-assembly,Medium,SUPP030,6
COMP0146,Resistor-9883,COMP0279,105,3,Sub-assembly,High,SUPP096,51
COMP0004,Inductor-2679,COMP0061,134,3,Sub-assembly,Medium,SUPP089,52
COMP0162,Diode-6147,COMP0055,40,3,Raw Part,Medium,SUPP034,35
COMP0217,Diode-8541,COMP0314,71,3,Cable Assembly,Medium,SUPP027,27
COMP0283,Crystal-9702,COMP0248,46,4,Raw Part,Medium,SUPP033,20
COMP0296,Microcontroller-6238,COMP0362,102,3,PCB Assembly,Low,SUPP085,8
COMP0383,LED-7658,COMP0401,180,2,Module,High,SUPP066,26
COMP0403,LED-8933,COMP0282,158,3,PCB Assembly,Low,SUPP021,25
COMP0494,Connector-8941,COMP0412,24,3,PCB Assembly,Medium,SUPP077,28
COMP0046,Resistor-6168,ROOT,57,1,Raw Part,Medium,SUPP093,25
COMP0477,Inductor-6403,COMP0315,168,4,Raw Part,Low,SUPP077,4
COMP0485,Resistor-9889,COMP0090,164,4,Raw Part,High,SUPP085,52
COMP0266,Diode-4262,COMP0018,154,2,Raw Part,Medium,SUPP079,11
COMP0346,MOSFET-2876,ROOT,62,1,PCB Assembly,Low,SUPP012,18
COMP0400,LED-9779,COMP0343,102,3,Raw Part,Medium,SUPP002,48
COMP0361,IC-6934,ROOT,24,1,Raw Part,Low,SUPP072,38
COMP0179,Crystal-2697,COMP0418,71,3,Sub-assembly,Low,SUPP059,26
COMP0295,Diode-5451,ROOT,45,1,Raw Part,High,SUPP010,33
COMP0151,Inductor-1931,COMP0060,132,3,Cable Assembly,Low,SUPP074,17
COMP0356,IC-7071,COMP0194,145,3,Raw Part,Medium,SUPP044,50
COMP0235,Transistor-1727,COMP0460,151,3,Module,Medium,SUPP034,5
COMP0196,Capacitor-2232,COMP0113,174,3,PCB Assembly,Low,SUPP053,23
COMP0265,Crystal-6085,COMP0359,68,3,Sub-assembly,High,SUPP087,48
COMP0421,Transistor-8827,COMP0284,46,3,Raw Part,Medium,SUPP074,18
COMP0094,Transistor-9645,COMP0350,49,4,Raw Part,High,SUPP095,16
COMP0447,Transistor-4241,COMP0118,52,2,PCB Assembly,Low,SUPP046,10
COMP0399,Microcontroller-2958,COMP0472,21,2,PCB Assembly,Medium,SUPP079,1
COMP0392,Connector-9698,COMP0491,11,4,PCB Assembly,Medium,SUPP041,32
COMP0460,Connector-2317,COMP0460,148,4,Module,Medium,SUPP098,33
COMP0144,Inductor-4111,COMP0385,148,3,Sub-assembly,Medium,SUPP055,31
COMP0482,Microcontroller-5135,COMP0258,89,3,Raw Part,Medium,SUPP023,30
COMP0500,Capacitor-4681,COMP0266,118,2,Raw Part,High,SUPP087,14
COMP0195,Sensor-1158,COMP0167,93,3,Raw Part,Medium,SUPP071,17
COMP0122,Crystal-2612,COMP0491,157,2,Raw Part,High,SUPP055,14
COMP0215,IC-1634,COMP0191,94,3,Module,Medium,SUPP024,37
COMP0068,Crystal-2876,COMP0352,59,4,PCB Assembly,Low,SUPP031,36
COMP0222,Transistor-2137,COMP0101,38,4,PCB Assembly,Low,SUPP061,52
COMP0005,Crystal-9935,COMP0256,35,2,Cable Assembly,Low,SUPP067,35
COMP0369,IC-5397,COMP0250,77,2,Sub-assembly,Low,SUPP007,26
COMP0051,IC-8517,COMP0031,56,3,PCB Assembly,Medium,SUPP081,7
COMP0231,Microcontroller-6139,COMP0134,93,3,Raw Part,Medium,SUPP033,23
COMP0011,Sensor-4257,COMP0180,174,3,Cable Assembly,High,SUPP074,42
COMP0333,Connector-1317,COMP0400,73,3,Raw Part,Medium,SUPP063,50
COMP0378,Transistor-6576,COMP0041,98,3,Raw Part,Medium,SUPP019,11
COMP0328,Microcontroller-4467,COMP0173,108,4,Raw Part,Medium,SUPP010,6
COMP0083,MOSFET-6310,COMP0161,82,3,PCB Assembly,Low,SUPP078,42
COMP0203,Microcontroller-4441,COMP0228,200,2,Module,Medium,SUPP076,34
COMP0495,Capacitor-1472,COMP0086,48,3,Module,High,SUPP031,43
COMP0129,Inductor-5563,COMP0359,192,4,Sub-assembly,High,SUPP014,7
COMP0033,IC-5554,COMP0243,141,4,Sub-assembly,Low,SUPP068,49
COMP0043,Crystal-4598,COMP0317,40,2,Sub-assembly,Low,SUPP050,20
COMP0118,Crystal-8062,COMP0146,114,2,Raw Part,High,SUPP022,2
COMP0018,Inductor-4527,COMP0441,84,3,Module,Medium,SUPP070,18
COMP0281,Capacitor-8478,COMP0497,179,3,Raw Part,Medium,SUPP059,41
COMP0384,Connector-4937,COMP0289,112,3,Raw Part,Medium,SUPP040,23
COMP0247,LED-5844,COMP0413,23,3,Raw Part,Medium,SUPP034,10
COMP0156,IC-2964,ROOT,134,1,PCB Assembly,Low,SUPP045,19
COMP0241,MOSFET-6143,COMP0353,126,3,Module,Medium,SUPP002,50
COMP0221,IC-6378,COMP0306,60,4,PCB Assembly,Medium,SUPP025,27
COMP0452,Capacitor-1977,COMP0203,64,3,Sub-assembly,Low,SUPP050,25
COMP0113,Diode-9834,COMP0217,161,2,Sub-assembly,Low,SUPP079,52
COMP0356,IC-7071,COMP0146,167,3,PCB Assembly,Low,SUPP053,13
COMP0437,Inductor-4929,ROOT,35,1,Sub-assembly,Medium,SUPP080,29
COMP0140,Resistor-7396,COMP0252,49,3,Raw Part,High,SUPP069,2
COMP0096,Diode-9835,COMP0145,69,4,Sub-assembly,Medium,SUPP002,15
COMP0047,IC-5386,COMP0253,56,2,Raw Part,Medium,SUPP064,24
COMP0238,Sensor-4228,COMP0017,85,3,Sub-assembly,Low,SUPP019,4
COMP0137,Connector-4502,COMP0037,140,4,Raw Part,High,SUPP033,25
COMP0425,Inductor-3444,ROOT,197,1,PCB Assembly,Medium,SUPP057,16
COMP0378,Transistor-6576,COMP0102,118,4,PCB Assembly,High,SUPP086,14
COMP0243,LED-5920,COMP0493,80,3,Module,High,SUPP094,3
COMP0382,Capacitor-4954,COMP0267,32,4,Sub-assembly,Medium,SUPP026,24
COMP0455,Connector-3037,ROOT,171,1,Sub-assembly,High,SUPP082,28
COMP0167,Capacitor-1152,ROOT,71,1,Raw Part,Medium,SUPP032,1
COMP0497,LED-3594,ROOT,177,1,Raw Part,Medium,SUPP048,50
COMP0046,Resistor-6168,COMP0256,24,2,PCB Assembly,Medium,SUPP098,41
COMP0031,Transistor-2307,ROOT,166,1,Sub-assembly,Medium,SUPP014,9
COMP0250,Crystal-7211,COMP0286,166,2,PCB Assembly,Low,SUPP057,47
COMP0099,IC-7118,ROOT,97,1,Raw Part,High,SUPP006,32
COMP0362,Crystal-8532,COMP0151,139,3,PCB Assembly,High,SUPP024,35
COMP0179,Crystal-2697,COMP0240,71,2,Module,Medium,SUPP071,11
COMP0036,Microcontroller-4432,COMP0231,76,3,PCB Assembly,Medium,SUPP059,1
COMP0398,Capacitor-4155,COMP0195,188,3,Sub-assembly,High,SUPP047,50
COMP0318,Crystal-7624,COMP0370,17,2,PCB Assembly,Medium,SUPP050,13
COMP0269,Connector-2193,COMP0393,142,3,Sub-assembly,Medium,SUPP053,42
COMP0165,Crystal-5915,COMP0268,169,2,Sub-assembly,Low,SUPP017,12
COMP0448,IC-2880,ROOT,28,1,Raw Part,High,SUPP074,42
COMP0429,MOSFET-4697,COMP0251,135,3,Raw Part,Medium,SUPP007,24
COMP0114,Inductor-8744,COMP0037,4,3,Module,Medium,SUPP063,6
COMP0240,Capacitor-6409,COMP0032,93,4,Raw Part,Low,SUPP054,24
COMP0407,Transistor-4727,COMP0422,158,3,Sub-assembly,High,SUPP010,20
COMP0040,Sensor-5010,COMP0492,133,4,Sub-assembly,Low,SUPP069,25
COMP0098,LED-6107,COMP0337,64,2,Raw Part,Low,SUPP072,48
COMP0286,IC-9976,COMP0055,197,3,Raw Part,Medium,SUPP059,45
COMP0341,Diode-3068,COMP0054,43,3,PCB Assembly,Medium,SUPP065,22
COMP0337,Crystal-1659,COMP0308,114,2,Module,Low,SUPP071,21
COMP0433,Transistor-1986,COMP0392,163,3,Raw Part,Low,SUPP078,16
COMP0289,Connector-5246,COMP0193,197,3,Raw Part,Low,SUPP047,29
COMP0230,MOSFET-8119,COMP0001,186,4,Sub-assembly,Medium,SUPP003,34
COMP0070,Transistor-6573,COMP0155,2,4,Raw Part,Medium,SUPP041,2
COMP0396,Transistor-6023,COMP0354,71,4,Module,Medium,SUPP074,37
COMP0080,Inductor-7126,COMP0236,92,2,Sub-assembly,Medium,SUPP075,16
COMP0120,IC-8651,COMP0154,24,2,Raw Part,Medium,SUPP028,47
COMP0040,Sensor-5010,COMP0406,124,3,Sub-assembly,Low,SUPP089,45
COMP0296,Microcontroller-6238,COMP0049,153,4,Raw Part,High,SUPP074,25
COMP0041,Inductor-8573,COMP0472,198,4,Raw Part,Low,SUPP056,27
COMP0477,Inductor-6403,COMP0446,198,4,Sub-assembly,Medium,SUPP078,1
COMP0325,Inductor-8564,COMP0196,14,4,Raw Part,High,SUPP070,37
COMP0077,Crystal-5889,COMP0358,57,2,Sub-assembly,Medium,SUPP051,29
COMP0386,Crystal-9041,COMP0259,24,3,Sub-assembly,Medium,SUPP051,10
COMP0068,Crystal-2876,COMP0244,147,3,PCB Assembly,Medium,SUPP034,6
COMP0205,Crystal-2684,COMP0397,179,3,Sub-assembly,High,SUPP072,13
COMP0250,Crystal-7211,COMP0293,51,3,Raw Part,Low,SUPP068,16
COMP0125,Capacitor-5073,ROOT,199,1,Raw Part,Medium,SUPP074,6
COMP0058,Inductor-9348,COMP0217,94,3,Raw Part,Medium,SUPP077,42
COMP0013,IC-4611,COMP0087,90,4,Raw Part,Low,SUPP057,40
COMP0075,Sensor-3927,COMP0474,60,3,Sub-assembly,Medium,SUPP097,47
COMP0437,Inductor-4929,COMP0379,14,2,Sub-assembly,Medium,SUPP019,19
COMP0008,Capacitor-4582,COMP0412,29,3,Raw Part,Medium,SUPP043,14
COMP0379,Transistor-5526,COMP0105,140,3,Raw Part,Medium,SUPP062,40
COMP0374,Microcontroller-1470,COMP0356,179,4,PCB Assembly,Medium,SUPP085,34
COMP0023,Resistor-8527,COMP0031,73,2,Sub-assembly,Medium,SUPP035,4
COMP0239,Microcontroller-8066,COMP0005,18,3,Raw Part,Medium,SUPP085,24
COMP0443,Diode-5720,COMP0150,167,2,Raw Part,Low,SUPP066,46
COMP0051,IC-8517,COMP0249,153,4,Raw Part,High,SUPP065,30
COMP0288,LED-8777,COMP0012,11,4,Sub-assembly,Medium,SUPP043,32
COMP0202,Microcontroller-1653,COMP0010,89,3,PCB Assembly,Medium,SUPP039,16
COMP0257,Connector-8238,COMP0032,161,2,Sub-assembly,Medium,SUPP004,36
