Component ID,Component Name,Function Type,Voltage Rating (V),Current Rating (A),Power Rating (W),Resistance / Capacitance / Inductance,Frequency Range,Signal Type,Tolerance (%),Accuracy (%),Efficiency (%),Operating Speed,Operating Temperature Range,Storage Temperature,Thermal Resistance (°C/W),Package Type,Dimensions (L x W x H mm),Weight (g),Mounting Type,Material Type,Conductivity (S/m),Durability,RoHS Compliance,ISO Certification,Industry Standards
COMP0151,Inductor-1931,Energy Storage / EMI Filtering,506.4,0.098,20.208,292.4 µH,10 Hz – 1 MHz,Digital,1.0,93.66,97.8,120 MHz,-25°C to 85°C,-65°C to 150°C,114.1,SMD 1206,34.39 x 4.1 x 4.72 mm,96.0097,SMT,FR4 Laminate,1305638 S/m,High,Yes,ISO 9001:2015,UL 94V-0
COMP0410,LED-9751,Visual Indication / Illumination,459.0,44.561,367.791,N/A,1000 Hz – 1000 MHz,RF,2.0,94.76,82.7,72 MHz,-55°C to 85°C,-40°C to 150°C,70.0,SMD 0603,6.88 x 6.63 x 10.79 mm,53.3036,SMT,Film,6147626 S/m,Medium,Yes,ISO 9001:2015,AEC-Q100
COMP0260,LED-3780,Visual Indication / Illumination,286.9,1.943,308.374,N/A,100 Hz – 100 MHz,Mixed-Signal,10.0,95.01,97.0,8 MHz,0°C to 175°C,-65°C to 125°C,17.5,QFP-100,44.99 x 1.21 x 19.24 mm,57.8743,SMT,Metal Oxide,7279415 S/m,High,Yes,ISO 9001:2015,AEC-Q200
COMP0449,Sensor-4683,Signal Acquisition / Measurement,291.6,15.951,299.435,N/A,10 Hz – 1 MHz,Power,10.0,93.25,89.2,16 MHz,-55°C to 105°C,-55°C to 125°C,90.3,QFN-16,12.16 x 5.73 x 1.71 mm,56.3545,SMT,Silicon,9431610 S/m,High,Yes,IATF 16949,IPC-2221
COMP0005,Crystal-9935,Frequency Reference / Timing,85.7,2.728,159.201,N/A,1 Hz – 100 MHz,Digital,2.0,95.58,78.1,1 MHz,-25°C to 105°C,-40°C to 125°C,108.0,QFN-16,11.34 x 9.79 x 5.72 mm,75.9324,SMT,FR4 Laminate,7588689 S/m,Low,Yes,IATF 16949,IPC-2221
COMP0240,Capacitor-6409,Energy Storage / Filtering,419.7,25.167,357.69,4568.6 µF,10 Hz – 10 MHz,Analog,0.1,97.4,83.2,16 MHz,-55°C to 105°C,-65°C to 125°C,74.4,SMD 0603,49.36 x 23.53 x 5.97 mm,10.5659,SMT,GaN,6686997 S/m,Medium,Yes,ISO 45001:2018,IEC 61000-4
COMP0483,Microcontroller-2899,Processing / Control,532.8,47.628,495.671,N/A,1000 Hz – 1000 MHz,RF,0.1,95.21,77.5,48 MHz,-40°C to 125°C,-65°C to 125°C,45.4,QFP-32,3.44 x 7.99 x 11.02 mm,47.0024,SMT,Silicon,9796641 S/m,Medium,Yes,ISO 9001:2015,JEDEC JESD22
COMP0125,Capacitor-5073,Energy Storage / Filtering,95.7,23.163,214.102,1340.8 µF,100 Hz – 10 MHz,Analog,2.0,92.44,78.9,100 MHz,0°C to 150°C,-40°C to 150°C,98.8,SOT-363,30.24 x 24.38 x 1.29 mm,21.3797,SMT,Metal Oxide,7981151 S/m,High,No,IATF 16949,IPC-2221
COMP0320,Connector-3091,Signal / Power Interconnect,357.6,37.035,480.05,N/A,10 Hz – 100 MHz,RF,5.0,91.61,83.5,48 MHz,-55°C to 70°C,-40°C to 105°C,9.3,QFP-64,21.59 x 29.33 x 4.98 mm,24.7468,SMT,GaN,6893708 S/m,Medium,Yes,ISO 9001:2015,MIL-STD-810
COMP0238,Sensor-4228,Signal Acquisition / Measurement,221.5,4.035,445.064,N/A,1 Hz – 1 MHz,Digital,1.0,92.42,92.0,48 MHz,-40°C to 175°C,-65°C to 125°C,133.3,QFN-32,34.29 x 9.09 x 19.45 mm,79.395,Press-fit,GaN,2100639 S/m,High,Yes,ISO 14001:2015,JEDEC JESD22
COMP0064,IC-7252,Signal Processing / Logic,45.5,16.829,232.766,N/A,1 Hz – 1 MHz,Power,0.1,96.39,70.8,1 MHz,0°C to 70°C,-65°C to 150°C,97.6,SOT-23,3.11 x 1.28 x 17.44 mm,17.6544,Press-fit,Metal Oxide,2648519 S/m,Medium,Yes,IATF 16949,JEDEC JESD22
COMP0384,Connector-4937,Signal / Power Interconnect,452.9,40.815,368.161,N/A,10 Hz – 100 MHz,RF,0.1,91.24,81.9,1000 MHz,-25°C to 175°C,-40°C to 125°C,40.9,SMD 1206,20.95 x 21.14 x 10.73 mm,85.102,SMT,GaN,2097332 S/m,Medium,No,ISO 45001:2018,UL 94V-0
COMP0498,Transistor-1224,Switching / Amplification,94.1,26.499,415.951,N/A,100 Hz – 1 MHz,Power,0.1,92.69,87.7,1000 MHz,-25°C to 70°C,-65°C to 105°C,20.5,TO-247,27.98 x 17.92 x 16.53 mm,51.1181,Press-fit,Film,9490113 S/m,Medium,Yes,ISO 14001:2015,UL 94V-0
COMP0266,Diode-4262,Rectification / ESD Protection,19.9,1.402,24.65,N/A,100 Hz – 1 MHz,RF,10.0,96.65,72.6,1000 MHz,0°C to 85°C,-55°C to 125°C,118.4,QFN-48,15.09 x 4.21 x 3.7 mm,70.3747,SMT,FR4 Laminate,4887081 S/m,High,Yes,ISO 45001:2018,IPC-7711
COMP0136,IC-8956,Signal Processing / Logic,477.0,12.265,291.836,N/A,100 Hz – 1 MHz,Analog,2.0,90.09,86.5,200 MHz,-40°C to 125°C,-55°C to 150°C,19.3,DIP-28,33.74 x 11.12 x 7.36 mm,20.7901,SMT,Carbon Composition,2279472 S/m,Low,No,ISO 45001:2018,AEC-Q100
COMP0335,Resistor-6733,Current Limiting / Voltage Division,483.0,1.036,230.203,47 Ω,1 Hz – 100 MHz,Analog,2.0,91.57,80.5,72 MHz,-40°C to 150°C,-55°C to 85°C,14.3,SOIC-16,3.49 x 25.07 x 12.33 mm,98.6229,THT,Electrolytic Aluminum,8424230 S/m,Medium,Yes,IATF 16949,MIL-STD-810
COMP0204,Crystal-5088,Frequency Reference / Timing,571.4,18.029,481.423,N/A,1 Hz – 1000 MHz,Mixed-Signal,0.5,91.24,81.4,1 MHz,-40°C to 85°C,-55°C to 85°C,97.5,SOT-223,37.6 x 29.36 x 15.56 mm,29.7154,Press-fit,Carbon Composition,5085647 S/m,Medium,No,ISO 14001:2015,IPC-2221
COMP0286,IC-9976,Signal Processing / Logic,344.7,7.766,477.394,N/A,1000 Hz – 1 MHz,RF,5.0,99.09,86.5,48 MHz,-25°C to 105°C,-40°C to 125°C,106.8,TO-247,42.21 x 22.07 x 17.53 mm,17.3309,Press-fit,Film,7256753 S/m,Medium,Yes,ISO 14001:2015,IPC-2221
COMP0374,Microcontroller-1470,Processing / Control,65.5,11.43,455.002,N/A,100 Hz – 1 MHz,Digital,0.5,95.99,76.1,1000 MHz,-40°C to 125°C,-55°C to 85°C,69.5,TSSOP-20,40.88 x 21.4 x 15.35 mm,27.678,SMT,Metal Oxide,7284281 S/m,High,Yes,ISO 9001:2015,IEC 61000-4
COMP0084,Connector-1319,Signal / Power Interconnect,332.3,11.571,223.837,N/A,1 Hz – 1 MHz,Mixed-Signal,0.1,99.37,90.5,16 MHz,-40°C to 70°C,-55°C to 125°C,102.0,TO-220,29.59 x 5.34 x 18.93 mm,52.5894,Press-fit,Electrolytic Aluminum,4424092 S/m,Low,Yes,IATF 16949,AEC-Q100
COMP0094,Transistor-9645,Switching / Amplification,125.2,10.511,409.764,N/A,10 Hz – 10 MHz,RF,0.5,97.31,73.9,120 MHz,-40°C to 150°C,-55°C to 105°C,12.4,TO-247,6.42 x 0.65 x 7.65 mm,48.9722,THT,Ceramic,2575339 S/m,Low,Yes,None,IPC-7711
COMP0490,Crystal-8242,Frequency Reference / Timing,526.5,33.324,314.797,N/A,100 Hz – 10 MHz,RF,0.1,93.61,80.3,32 MHz,-55°C to 70°C,-55°C to 105°C,1.1,BGA-144,28.19 x 2.25 x 9.12 mm,3.0331,SMT,GaN,518344 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0436,Transistor-2330,Switching / Amplification,498.1,11.388,494.722,N/A,1000 Hz – 10 MHz,Mixed-Signal,0.1,97.41,85.0,1 MHz,-40°C to 175°C,-40°C to 150°C,100.6,TO-247,30.52 x 24.93 x 13.96 mm,52.549,SMT,Metal Film,7162102 S/m,High,Yes,ISO 14001:2015,MIL-STD-810
COMP0015,Resistor-3615,Current Limiting / Voltage Division,337.3,31.413,225.617,100 Ω,1 Hz – 100 MHz,Mixed-Signal,0.5,92.45,98.9,72 MHz,0°C to 70°C,-65°C to 105°C,31.9,QFN-48,16.73 x 18.73 x 15.62 mm,62.3841,Press-fit,FR4 Laminate,9460816 S/m,High,Yes,None,IPC-A-610
COMP0102,Diode-4681,Rectification / ESD Protection,101.9,0.689,67.511,N/A,1 Hz – 1000 MHz,Analog,5.0,92.83,71.9,72 MHz,-55°C to 85°C,-40°C to 125°C,18.7,SOT-223,46.67 x 1.7 x 10.31 mm,54.6264,SMT,GaN,5157228 S/m,Medium,Yes,None,AEC-Q200
COMP0487,Resistor-4073,Current Limiting / Voltage Division,594.6,29.385,372.512,47 Ω,100 Hz – 100 MHz,Analog,1.0,96.18,96.4,16 MHz,-40°C to 125°C,-55°C to 125°C,101.7,SMD 1206,22.54 x 15.2 x 19.11 mm,10.4393,SMT,Metal Oxide,7671953 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0139,Inductor-7209,Energy Storage / EMI Filtering,459.7,16.198,213.795,954.4 µH,100 Hz – 1000 MHz,Digital,0.1,94.87,81.2,1000 MHz,-40°C to 105°C,-40°C to 105°C,128.8,LGA-64,14.68 x 12.94 x 17.59 mm,94.7523,SMT,FR4 Laminate,2564840 S/m,High,Yes,None,IPC-7711
COMP0289,Connector-5246,Signal / Power Interconnect,307.3,41.698,480.8,N/A,100 Hz – 100 MHz,RF,1.0,96.2,97.8,8 MHz,-55°C to 125°C,-40°C to 150°C,68.9,SMD 1206,48.93 x 8.9 x 1.92 mm,44.7605,THT,Carbon Composition,4500716 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0027,Crystal-6925,Frequency Reference / Timing,45.2,8.006,269.592,N/A,1 Hz – 1000 MHz,Mixed-Signal,1.0,96.75,87.3,16 MHz,-25°C to 85°C,-55°C to 85°C,40.9,SMD 0201,14.99 x 14.63 x 11.82 mm,38.8984,SMT,Metal Film,8380190 S/m,High,Yes,ISO 14001:2015,IPC-7711
COMP0461,MOSFET-1653,Switching / Power Control,418.9,29.475,427.055,N/A,10 Hz – 10 MHz,RF,0.5,99.63,92.5,8 MHz,-40°C to 105°C,-55°C to 150°C,148.5,SMD 0603,8.14 x 7.7 x 0.63 mm,78.0431,SMT,Metal Film,8625365 S/m,High,Yes,ISO 45001:2018,JEDEC JESD22
COMP0073,Connector-1053,Signal / Power Interconnect,423.9,9.082,432.678,N/A,1000 Hz – 1 MHz,Analog,5.0,95.39,91.0,1 MHz,-25°C to 125°C,-40°C to 105°C,61.4,BGA-256,2.79 x 28.63 x 0.71 mm,90.1875,SMT,Ceramic,8211715 S/m,Low,Yes,IATF 16949,AEC-Q200
COMP0335,Resistor-6733,Current Limiting / Voltage Division,114.9,29.416,296.953,100000 Ω,100 Hz – 1000 MHz,RF,0.1,97.36,93.2,100 MHz,-55°C to 70°C,-55°C to 125°C,140.8,SMD 0805,41.66 x 23.68 x 5.03 mm,44.5145,SMT,Metal Oxide,7332823 S/m,High,Yes,IATF 16949,AEC-Q100
COMP0457,LED-7594,Visual Indication / Illumination,570.1,9.85,367.946,N/A,1 Hz – 1000 MHz,Digital,5.0,99.1,83.3,16 MHz,-55°C to 105°C,-55°C to 150°C,120.1,QFN-48,0.81 x 9.95 x 19.45 mm,83.3342,SMT,SiC,1220269 S/m,High,Yes,IATF 16949,AEC-Q100
COMP0035,Inductor-7065,Energy Storage / EMI Filtering,165.7,24.452,308.464,233.9 µH,1 Hz – 100 MHz,Analog,10.0,97.33,84.6,120 MHz,-40°C to 125°C,-65°C to 125°C,103.1,SMD 1210,4.57 x 5.08 x 4.18 mm,21.8811,SMT,Metal Film,8970639 S/m,Medium,Yes,ISO 45001:2018,IPC-A-610
COMP0008,Capacitor-4582,Energy Storage / Filtering,277.6,41.11,263.487,4558.2 µF,1 Hz – 100 MHz,Mixed-Signal,5.0,92.58,92.6,100 MHz,0°C to 125°C,-65°C to 125°C,124.6,DIP-8,13.66 x 22.1 x 9.35 mm,69.5733,SMT,Silicon,2967712 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0457,LED-7594,Visual Indication / Illumination,60.9,34.281,421.576,N/A,100 Hz – 1000 MHz,RF,2.0,99.2,93.8,120 MHz,0°C to 105°C,-55°C to 150°C,58.0,LGA-16,12.96 x 29.19 x 1.03 mm,35.2795,SMT,Metal Film,6712472 S/m,Low,Yes,ISO 14001:2015,IPC-7711
COMP0160,IC-9565,Signal Processing / Logic,198.9,16.033,255.514,N/A,1000 Hz – 100 MHz,Analog,1.0,95.73,85.6,120 MHz,-40°C to 150°C,-40°C to 150°C,149.4,SOIC-28,18.35 x 22.29 x 2.92 mm,0.4957,SMT,Metal Film,3618792 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0240,Capacitor-6409,Energy Storage / Filtering,470.6,11.609,357.856,3690.1 µF,100 Hz – 1 MHz,Analog,2.0,98.0,74.1,100 MHz,0°C to 85°C,-40°C to 85°C,37.2,QFN-32,43.4 x 7.93 x 1.21 mm,8.8971,Press-fit,Film,9998246 S/m,Medium,Yes,ISO 9001:2015,IEC 61000-4
COMP0056,MOSFET-7543,Switching / Power Control,553.2,40.049,352.493,N/A,1 Hz – 1000 MHz,Mixed-Signal,1.0,95.01,79.4,200 MHz,0°C to 105°C,-55°C to 105°C,104.6,TO-247,8.1 x 11.96 x 6.94 mm,27.6487,SMT,Carbon Composition,4575133 S/m,High,Yes,None,JEDEC JESD22
COMP0163,Diode-5351,Rectification / ESD Protection,45.4,22.654,371.561,N/A,10 Hz – 1000 MHz,Analog,10.0,92.41,80.1,100 MHz,0°C to 150°C,-55°C to 105°C,98.7,SOT-23,40.49 x 16.42 x 16.13 mm,35.5408,Press-fit,Metal Film,4374194 S/m,High,Yes,None,MIL-STD-810
COMP0168,Connector-2638,Signal / Power Interconnect,566.8,19.354,213.773,N/A,1 Hz – 1 MHz,RF,0.5,92.63,82.3,400 MHz,-25°C to 175°C,-55°C to 150°C,105.7,SMD 1210,29.8 x 11.98 x 17.72 mm,93.586,SMT,Electrolytic Aluminum,4316710 S/m,Low,Yes,IATF 16949,IPC-2221
COMP0098,LED-6107,Visual Indication / Illumination,261.5,28.23,451.537,N/A,1 Hz – 1 MHz,Analog,0.5,96.54,97.0,120 MHz,-55°C to 150°C,-65°C to 125°C,128.5,DIP-28,33.97 x 4.08 x 0.28 mm,54.0031,Press-fit,FR4 Laminate,1589296 S/m,Low,Yes,ISO 45001:2018,IEC 61000-4
COMP0293,Transistor-8206,Switching / Amplification,26.6,13.702,222.732,N/A,1000 Hz – 10 MHz,Mixed-Signal,10.0,92.7,90.0,16 MHz,-55°C to 70°C,-55°C to 125°C,64.0,SOT-23,31.79 x 7.3 x 4.32 mm,67.8117,SMT,Metal Film,1557433 S/m,High,Yes,ISO 14001:2015,AEC-Q200
COMP0124,LED-6559,Visual Indication / Illumination,404.7,4.568,282.955,N/A,10 Hz – 1 MHz,RF,1.0,93.13,94.8,200 MHz,-25°C to 70°C,-40°C to 125°C,134.1,SMD 0402,7.49 x 8.71 x 6.02 mm,75.3026,SMT,Silicon,4879104 S/m,High,Yes,None,JEDEC JESD22
COMP0378,Transistor-6576,Switching / Amplification,520.5,47.083,354.647,N/A,1000 Hz – 1 MHz,Digital,1.0,92.7,78.8,32 MHz,-55°C to 70°C,-40°C to 85°C,70.5,SMD 0805,33.63 x 5.46 x 13.59 mm,70.2607,THT,Electrolytic Aluminum,7565152 S/m,Medium,Yes,ISO 14001:2015,IPC-2221
COMP0224,Crystal-9346,Frequency Reference / Timing,213.9,12.863,319.351,N/A,1000 Hz – 10 MHz,RF,1.0,94.75,76.5,72 MHz,-25°C to 150°C,-65°C to 125°C,70.5,SMD 0805,9.4 x 11.87 x 8.62 mm,33.9592,Press-fit,Film,5801397 S/m,Medium,Yes,ISO 14001:2015,AEC-Q100
COMP0092,Crystal-8787,Frequency Reference / Timing,278.6,2.551,241.651,N/A,1 Hz – 100 MHz,Analog,10.0,90.98,95.7,32 MHz,-40°C to 150°C,-65°C to 150°C,24.1,BGA-256,42.81 x 16.33 x 12.3 mm,88.5316,SMT,Electrolytic Aluminum,8916494 S/m,Medium,Yes,ISO 14001:2015,IEC 61000-4
COMP0426,MOSFET-5978,Switching / Power Control,80.5,43.244,459.365,N/A,10 Hz – 1000 MHz,Analog,10.0,96.0,74.3,120 MHz,-25°C to 150°C,-65°C to 125°C,47.6,DIP-8,46.04 x 28.48 x 16.06 mm,8.4285,Press-fit,Ceramic,4214803 S/m,Medium,No,ISO 9001:2015,IPC-7711
COMP0439,Inductor-1043,Energy Storage / EMI Filtering,392.7,33.649,379.412,46.0 µH,100 Hz – 100 MHz,Digital,2.0,92.51,76.3,48 MHz,-25°C to 105°C,-65°C to 105°C,112.4,BGA-144,40.51 x 12.73 x 1.95 mm,14.7363,Press-fit,Silicon,6315774 S/m,Medium,Yes,IATF 16949,IPC-7711
COMP0368,Connector-8616,Signal / Power Interconnect,301.0,15.958,338.545,N/A,1 Hz – 1000 MHz,Power,1.0,96.68,73.1,400 MHz,-40°C to 85°C,-40°C to 125°C,33.1,SMD 0201,2.66 x 1.59 x 1.29 mm,42.3001,Press-fit,Electrolytic Aluminum,3421723 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0453,Inductor-6039,Energy Storage / EMI Filtering,199.6,20.125,365.459,120.7 µH,10 Hz – 100 MHz,RF,10.0,90.28,78.4,100 MHz,-40°C to 85°C,-65°C to 125°C,123.1,TO-247,32.6 x 29.17 x 13.44 mm,85.5672,SMT,Metal Oxide,9382806 S/m,Medium,Yes,IATF 16949,JEDEC JESD22
COMP0171,Transistor-3170,Switching / Amplification,74.2,15.631,261.204,N/A,1 Hz – 100 MHz,Analog,10.0,98.42,84.5,400 MHz,0°C to 105°C,-40°C to 125°C,137.0,SOIC-16,16.7 x 12.53 x 0.93 mm,92.8611,THT,Film,4477585 S/m,High,Yes,IATF 16949,AEC-Q100
COMP0265,Crystal-6085,Frequency Reference / Timing,155.1,6.984,202.611,N/A,10 Hz – 10 MHz,Digital,1.0,90.92,77.7,72 MHz,0°C to 150°C,-40°C to 125°C,126.0,SOT-23,22.93 x 4.17 x 9.74 mm,41.3219,SMT,Ceramic,2848117 S/m,Low,Yes,ISO 9001:2015,MIL-STD-810
COMP0317,IC-6507,Signal Processing / Logic,508.0,2.313,223.244,N/A,1000 Hz – 10 MHz,Digital,5.0,95.59,73.5,400 MHz,-40°C to 105°C,-40°C to 105°C,47.1,DIP-8,9.91 x 4.84 x 12.19 mm,36.9287,SMT,Metal Oxide,5678090 S/m,Low,Yes,ISO 9001:2015,IPC-2221
COMP0413,Sensor-5786,Signal Acquisition / Measurement,260.5,32.321,377.494,N/A,100 Hz – 10 MHz,Power,0.1,99.2,83.6,32 MHz,-25°C to 125°C,-55°C to 150°C,103.2,SMD 0201,2.99 x 29.32 x 10.17 mm,31.0711,SMT,SiC,9805440 S/m,High,Yes,None,JEDEC JESD22
COMP0221,IC-6378,Signal Processing / Logic,557.7,40.979,404.002,N/A,100 Hz – 10 MHz,Power,2.0,95.05,95.5,72 MHz,-55°C to 150°C,-55°C to 125°C,87.1,TO-220,39.46 x 12.99 x 11.46 mm,79.2759,SMT,SiC,5656089 S/m,Low,Yes,ISO 14001:2015,AEC-Q200
COMP0230,MOSFET-8119,Switching / Power Control,441.1,7.943,273.514,N/A,100 Hz – 1000 MHz,Power,10.0,96.05,74.8,1 MHz,-25°C to 125°C,-65°C to 105°C,117.3,DIP-8,12.43 x 19.25 x 17.52 mm,97.8141,SMT,SiC,1054446 S/m,High,No,ISO 45001:2018,IPC-7711
COMP0045,Resistor-4752,Current Limiting / Voltage Division,328.9,49.016,461.027,4700 Ω,10 Hz – 1000 MHz,Power,10.0,95.21,83.7,400 MHz,-40°C to 105°C,-55°C to 125°C,133.5,QFN-16,12.67 x 28.07 x 15.21 mm,67.5839,SMT,GaN,834764 S/m,Low,Yes,ISO 45001:2018,IPC-7711
COMP0410,LED-9751,Visual Indication / Illumination,53.7,33.361,281.922,N/A,10 Hz – 10 MHz,Analog,5.0,92.47,70.8,100 MHz,-40°C to 105°C,-55°C to 150°C,88.0,QFN-32,7.19 x 25.03 x 18.38 mm,49.3965,SMT,Carbon Composition,9694468 S/m,High,No,None,IPC-A-610
COMP0047,IC-5386,Signal Processing / Logic,465.9,43.833,247.983,N/A,1 Hz – 1 MHz,RF,0.5,90.96,92.2,16 MHz,-55°C to 70°C,-40°C to 105°C,36.4,SMD 0805,18.51 x 6.72 x 18.57 mm,24.2373,SMT,Film,6789214 S/m,High,Yes,None,MIL-STD-810
COMP0041,Inductor-8573,Energy Storage / EMI Filtering,102.3,2.276,127.278,549.3 µH,1000 Hz – 1000 MHz,Digital,0.1,98.33,75.3,72 MHz,-55°C to 85°C,-65°C to 150°C,73.2,TO-220,20.24 x 17.39 x 13.82 mm,0.7812,SMT,Ceramic,6561927 S/m,Medium,Yes,ISO 9001:2015,IPC-2221
COMP0193,Inductor-8239,Energy Storage / EMI Filtering,521.5,42.145,465.072,820.8 µH,10 Hz – 100 MHz,Mixed-Signal,5.0,92.38,98.7,200 MHz,0°C to 70°C,-55°C to 85°C,47.2,DIP-28,24.89 x 13.23 x 2.39 mm,46.5201,Press-fit,Silicon,8979195 S/m,Medium,Yes,ISO 14001:2015,IPC-2221
COMP0073,Connector-1053,Signal / Power Interconnect,320.7,9.32,209.954,N/A,100 Hz – 1 MHz,Analog,5.0,92.37,98.7,200 MHz,-55°C to 150°C,-40°C to 105°C,42.8,DIP-16,28.61 x 3.69 x 16.76 mm,16.774,SMT,Silicon,251047 S/m,Low,Yes,ISO 14001:2015,MIL-STD-810
COMP0136,IC-8956,Signal Processing / Logic,419.3,27.32,241.65,N/A,100 Hz – 10 MHz,RF,2.0,91.6,74.3,1 MHz,-40°C to 70°C,-65°C to 85°C,15.3,SOIC-28,28.42 x 21.85 x 3.4 mm,95.4569,Press-fit,Film,1675486 S/m,High,Yes,ISO 9001:2015,IEC 61000-4
COMP0206,Microcontroller-7658,Processing / Control,268.6,5.542,440.961,N/A,1000 Hz – 1000 MHz,Digital,5.0,90.07,79.3,72 MHz,-40°C to 150°C,-55°C to 125°C,113.2,SOIC-16,22.4 x 23.46 x 3.5 mm,4.0805,SMT,Metal Oxide,837610 S/m,Medium,No,ISO 45001:2018,JEDEC JESD22
COMP0329,Connector-6355,Signal / Power Interconnect,514.5,14.146,402.113,N/A,100 Hz – 10 MHz,Analog,5.0,95.21,92.6,1 MHz,-25°C to 70°C,-55°C to 125°C,119.4,SMD 0201,26.62 x 15.2 x 3.36 mm,29.122,SMT,FR4 Laminate,623785 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0313,MOSFET-4613,Switching / Power Control,296.2,36.692,367.74,N/A,10 Hz – 1 MHz,RF,2.0,92.72,78.5,1 MHz,-25°C to 150°C,-65°C to 125°C,49.5,LGA-64,0.89 x 15.08 x 3.35 mm,16.7006,Press-fit,Carbon Composition,9819027 S/m,High,Yes,None,MIL-STD-810
COMP0290,Diode-5543,Rectification / ESD Protection,17.2,42.338,364.143,N/A,10 Hz – 10 MHz,Analog,1.0,91.08,91.8,8 MHz,-40°C to 105°C,-65°C to 150°C,134.4,LGA-16,19.48 x 1.22 x 17.73 mm,59.6542,SMT,Silicon,1788523 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0327,Transistor-7211,Switching / Amplification,428.5,13.659,485.289,N/A,1 Hz – 1 MHz,RF,0.1,96.68,77.9,72 MHz,0°C to 150°C,-55°C to 150°C,142.8,BGA-324,33.04 x 5.16 x 19.11 mm,79.3169,SMT,FR4 Laminate,7383023 S/m,Medium,Yes,ISO 45001:2018,UL 94V-0
COMP0351,Capacitor-4978,Energy Storage / Filtering,49.8,12.323,494.799,2449.8 µF,1 Hz – 1 MHz,Analog,1.0,98.2,79.7,100 MHz,0°C to 175°C,-55°C to 150°C,66.1,LGA-64,4.03 x 25.86 x 2.67 mm,56.4499,Press-fit,Silicon,965236 S/m,High,Yes,ISO 9001:2015,IPC-2221
COMP0217,Diode-8541,Rectification / ESD Protection,185.1,3.756,469.849,N/A,1000 Hz – 1 MHz,Digital,0.5,96.65,86.1,48 MHz,-25°C to 85°C,-55°C to 150°C,76.0,SMD 1210,22.3 x 19.82 x 6.52 mm,18.9605,THT,Silicon,6173069 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0138,IC-1960,Signal Processing / Logic,315.3,27.782,435.152,N/A,100 Hz – 1000 MHz,Digital,2.0,99.56,88.0,32 MHz,-40°C to 175°C,-40°C to 125°C,105.2,LGA-64,34.38 x 0.77 x 14.03 mm,25.4944,SMT,Film,5753687 S/m,High,Yes,None,UL 94V-0
COMP0158,MOSFET-1651,Switching / Power Control,459.9,14.31,285.799,N/A,10 Hz – 1000 MHz,Digital,5.0,95.57,79.3,100 MHz,-25°C to 85°C,-40°C to 105°C,90.6,QFP-100,36.79 x 12.66 x 9.13 mm,16.603,THT,FR4 Laminate,2490035 S/m,Low,Yes,ISO 14001:2015,AEC-Q100
COMP0459,Sensor-9090,Signal Acquisition / Measurement,3.6,19.522,34.776,N/A,1 Hz – 1000 MHz,RF,0.5,92.46,92.6,8 MHz,-25°C to 175°C,-65°C to 85°C,56.5,DIP-16,10.21 x 26.5 x 19.7 mm,17.7061,SMT,Film,4012114 S/m,Medium,Yes,IATF 16949,MIL-STD-810
COMP0455,Connector-3037,Signal / Power Interconnect,131.7,18.222,209.646,N/A,100 Hz – 100 MHz,Mixed-Signal,1.0,97.98,73.4,1000 MHz,-25°C to 85°C,-55°C to 125°C,140.1,SMD 0603,4.34 x 14.18 x 5.38 mm,57.5868,SMT,Carbon Composition,3325166 S/m,Medium,Yes,ISO 9001:2015,UL 94V-0
COMP0273,Connector-7547,Signal / Power Interconnect,431.7,8.982,387.638,N/A,100 Hz – 1000 MHz,Digital,5.0,91.1,80.6,16 MHz,-55°C to 70°C,-55°C to 125°C,113.0,BGA-324,30.72 x 27.09 x 13.25 mm,28.828,SMT,Carbon Composition,8784544 S/m,Low,Yes,IATF 16949,JEDEC JESD22
COMP0166,Connector-6180,Signal / Power Interconnect,130.1,45.371,385.496,N/A,1000 Hz – 100 MHz,Power,0.1,93.6,94.8,1 MHz,0°C to 105°C,-65°C to 125°C,55.6,BGA-324,4.23 x 16.01 x 17.15 mm,48.0112,SMT,Electrolytic Aluminum,9174096 S/m,Low,Yes,IATF 16949,UL 94V-0
COMP0088,MOSFET-2290,Switching / Power Control,157.4,37.008,499.293,N/A,1 Hz – 1 MHz,Digital,1.0,94.04,78.7,32 MHz,0°C to 150°C,-40°C to 150°C,141.0,TO-92,10.68 x 1.71 x 16.38 mm,7.1021,SMT,SiC,133450 S/m,High,Yes,IATF 16949,IEC 61000-4
COMP0372,Connector-4995,Signal / Power Interconnect,17.6,40.45,378.48,N/A,1000 Hz – 10 MHz,RF,1.0,96.07,95.5,16 MHz,-55°C to 150°C,-55°C to 85°C,58.2,SMD 0201,21.52 x 25.53 x 5.4 mm,8.3534,SMT,Silicon,1024650 S/m,Low,Yes,ISO 14001:2015,JEDEC JESD22
