Supplier ID,Component ID,Past Risk Events,Failure Frequency (occurrences/year),Downtime Duration,Recovery Time,Risk Outcome (Success/Failure)
SUPP052,COMP0120,Raw material scarcity — price surge,7.73,72 days,30 days,Success
SUPP060,COMP0117,Component discontinuation announcement,2.68,37 days,37 days,Failure
SUPP027,COMP0040,Supplier financial instability,7.82,302 days,88 days,Success
SUPP072,COMP0094,Pandemic-related facility shutdown,5.19,358 days,37 days,Success
SUPP047,COMP0370,Geopolitical trade restriction imposed,1.68,107 days,57 days,Success
SUPP059,COMP0112,Quality defect — batch recall issued,11.06,50 days,39 days,Failure
SUPP027,COMP0257,Pandemic-related facility shutdown,6.95,95 days,36 days,Success
SUPP053,COMP0333,Component discontinuation announcement,7.75,163 days,138 days,Success
SUPP054,COMP0333,Raw material scarcity — price surge,7.0,103 days,90 days,Success
SUPP084,COMP0143,Component discontinuation announcement,9.15,262 days,235 days,Success
SUPP048,COMP0198,Natural disaster impact on fab,7.91,243 days,120 days,Failure
SUPP069,COMP0476,Supplier financial instability,8.04,257 days,176 days,Success
SUPP064,COMP0275,Quality defect — batch recall issued,9.74,63 days,13 days,Success
SUPP040,COMP0261,Sudden capacity reduction by supplier,6.76,5 days,3 days,Failure
SUPP092,COMP0252,Component discontinuation announcement,6.08,25 days,1 days,Failure
SUPP082,COMP0173,Export control regulation change,9.87,281 days,235 days,Failure
SUPP046,COMP0297,Wafer fab yield drop below threshold,2.66,276 days,136 days,Success
SUPP033,COMP0246,Supply shortage due to factory fire,11.46,341 days,48 days,Failure
SUPP071,COMP0456,Natural disaster impact on fab,1.62,232 days,125 days,Failure
SUPP027,COMP0227,Delivery delay due to port congestion,8.98,182 days,103 days,Failure
SUPP065,COMP0271,Supplier financial instability,11.08,197 days,10 days,Success
SUPP096,COMP0119,Raw material scarcity — price surge,6.77,263 days,74 days,Success
SUPP034,COMP0045,Sudden capacity reduction by supplier,5.36,86 days,39 days,Success
SUPP042,COMP0260,Pandemic-related facility shutdown,7.84,316 days,208 days,Success
SUPP012,COMP0076,Raw material scarcity — price surge,8.06,40 days,9 days,Failure
SUPP081,COMP0362,Supply shortage due to factory fire,10.75,192 days,186 days,Failure
SUPP089,COMP0161,Supply shortage due to factory fire,9.82,294 days,226 days,Success
SUPP056,COMP0465,Delivery delay due to port congestion,3.76,287 days,63 days,Success
SUPP099,COMP0124,Supply shortage due to factory fire,1.6,156 days,100 days,Success
SUPP027,COMP0337,Natural disaster impact on fab,8.29,42 days,25 days,Success
SUPP046,COMP0158,Geopolitical trade restriction imposed,9.02,289 days,209 days,Success
SUPP050,COMP0242,Logistics disruption — carrier strike,0.33,208 days,31 days,Success
SUPP028,COMP0031,Supplier financial instability,3.28,283 days,49 days,Failure
SUPP095,COMP0465,Natural disaster impact on fab,2.29,346 days,280 days,Success
SUPP039,COMP0093,Counterfeit component detection,10.14,232 days,103 days,Failure
SUPP061,COMP0319,Natural disaster impact on fab,11.83,184 days,86 days,Success
SUPP069,COMP0075,Supply shortage due to factory fire,2.46,296 days,49 days,Success
SUPP081,COMP0304,Wafer fab yield drop below threshold,1.13,331 days,223 days,Failure
SUPP057,COMP0461,Geopolitical trade restriction imposed,7.15,105 days,81 days,Success
SUPP093,COMP0389,Wafer fab yield drop below threshold,10.89,55 days,16 days,Failure
SUPP012,COMP0380,Export control regulation change,9.28,21 days,13 days,Success
SUPP043,COMP0114,Raw material scarcity — price surge,11.53,177 days,69 days,Failure
SUPP050,COMP0499,Counterfeit component detection,6.06,149 days,79 days,Success
SUPP001,COMP0021,Counterfeit component detection,5.11,208 days,18 days,Failure
SUPP050,COMP0227,Supplier financial instability,4.7,335 days,311 days,Success
SUPP035,COMP0160,Sudden capacity reduction by supplier,8.6,328 days,247 days,Failure
SUPP036,COMP0385,Component discontinuation announcement,2.53,325 days,252 days,Failure
SUPP038,COMP0094,Raw material scarcity — price surge,9.62,237 days,36 days,Failure
SUPP027,COMP0176,Component discontinuation announcement,3.41,11 days,3 days,Success
SUPP010,COMP0389,Logistics disruption — carrier strike,8.8,146 days,14 days,Success
SUPP008,COMP0474,Logistics disruption — carrier strike,8.55,145 days,14 days,Success
SUPP069,COMP0284,Delivery delay due to port congestion,9.08,359 days,320 days,Success
SUPP015,COMP0303,Wafer fab yield drop below threshold,11.58,270 days,160 days,Failure
SUPP011,COMP0208,Counterfeit component detection,9.14,218 days,108 days,Success
SUPP066,COMP0412,Quality defect — batch recall issued,1.76,41 days,35 days,Failure
SUPP024,COMP0181,Natural disaster impact on fab,6.68,343 days,71 days,Success
SUPP010,COMP0159,Sudden capacity reduction by supplier,4.79,58 days,52 days,Success
SUPP056,COMP0429,Delivery delay due to port congestion,8.55,352 days,80 days,Failure
SUPP046,COMP0033,Sudden capacity reduction by supplier,2.85,81 days,59 days,Failure
SUPP007,COMP0254,Geopolitical trade restriction imposed,6.85,353 days,80 days,Success
SUPP054,COMP0318,Counterfeit component detection,6.11,170 days,52 days,Success
SUPP099,COMP0375,Supply shortage due to factory fire,3.98,58 days,6 days,Success
SUPP058,COMP0108,Pandemic-related facility shutdown,4.73,226 days,112 days,Success
SUPP054,COMP0280,Wafer fab yield drop below threshold,2.85,331 days,23 days,Success
SUPP100,COMP0013,Sudden capacity reduction by supplier,3.15,14 days,10 days,Success
SUPP039,COMP0130,Delivery delay due to port congestion,8.31,365 days,102 days,Success
SUPP072,COMP0100,Delivery delay due to port congestion,11.1,157 days,94 days,Success
SUPP045,COMP0319,Logistics disruption — carrier strike,6.08,194 days,187 days,Success
SUPP070,COMP0361,Quality defect — batch recall issued,1.32,93 days,57 days,Failure
SUPP050,COMP0247,Counterfeit component detection,0.28,158 days,153 days,Success
SUPP039,COMP0047,Logistics disruption — carrier strike,3.78,349 days,328 days,Success
SUPP080,COMP0408,Counterfeit component detection,8.4,52 days,13 days,Failure
SUPP016,COMP0133,Logistics disruption — carrier strike,7.69,104 days,67 days,Success
SUPP057,COMP0155,Pandemic-related facility shutdown,9.47,141 days,43 days,Success
SUPP092,COMP0029,Component discontinuation announcement,6.94,158 days,153 days,Failure
SUPP048,COMP0148,Quality defect — batch recall issued,1.67,106 days,33 days,Failure
SUPP001,COMP0336,Supplier financial instability,5.11,151 days,92 days,Success
SUPP057,COMP0318,Component discontinuation announcement,2.42,40 days,4 days,Failure
SUPP042,COMP0386,Supplier financial instability,10.33,364 days,330 days,Failure
SUPP064,COMP0075,Pandemic-related facility shutdown,3.3,254 days,19 days,Success
SUPP080,COMP0133,Sudden capacity reduction by supplier,1.41,228 days,159 days,Failure
SUPP016,COMP0490,Supplier financial instability,5.06,195 days,193 days,Failure
SUPP012,COMP0155,Raw material scarcity — price surge,9.3,318 days,291 days,Success
SUPP078,COMP0095,Geopolitical trade restriction imposed,7.79,62 days,42 days,Success
SUPP002,COMP0192,Component discontinuation announcement,9.08,118 days,44 days,Success
SUPP083,COMP0359,Raw material scarcity — price surge,6.31,82 days,50 days,Success
SUPP016,COMP0379,Supply shortage due to factory fire,7.53,60 days,50 days,Failure
SUPP016,COMP0124,Natural disaster impact on fab,0.75,64 days,10 days,Failure
SUPP070,COMP0282,Logistics disruption — carrier strike,8.42,57 days,57 days,Success
SUPP072,COMP0303,Supply shortage due to factory fire,5.61,311 days,251 days,Success
SUPP077,COMP0278,Supply shortage due to factory fire,9.2,319 days,183 days,Success
SUPP043,COMP0081,Natural disaster impact on fab,0.59,242 days,97 days,Success
SUPP001,COMP0150,Raw material scarcity — price surge,11.21,221 days,154 days,Success
SUPP018,COMP0349,Supplier financial instability,10.84,2 days,2 days,Success
SUPP013,COMP0060,Delivery delay due to port congestion,3.15,307 days,55 days,Success
SUPP052,COMP0233,Counterfeit component detection,2.3,331 days,229 days,Failure
SUPP019,COMP0081,Logistics disruption — carrier strike,4.34,246 days,212 days,Failure
SUPP055,COMP0450,Raw material scarcity — price surge,0.37,285 days,22 days,Success
SUPP054,COMP0428,Component discontinuation announcement,3.28,205 days,92 days,Success
SUPP040,COMP0028,Component discontinuation announcement,6.19,58 days,54 days,Success
SUPP022,COMP0033,Logistics disruption — carrier strike,2.96,19 days,19 days,Success
SUPP051,COMP0374,Component discontinuation announcement,5.48,295 days,218 days,Failure
SUPP027,COMP0201,Natural disaster impact on fab,9.33,240 days,219 days,Success
SUPP065,COMP0438,Component discontinuation announcement,0.11,270 days,195 days,Success
SUPP046,COMP0124,Wafer fab yield drop below threshold,0.31,37 days,3 days,Success
SUPP042,COMP0217,Component discontinuation announcement,11.62,323 days,145 days,Success
SUPP084,COMP0119,Raw material scarcity — price surge,1.05,249 days,197 days,Failure
SUPP010,COMP0310,Geopolitical trade restriction imposed,3.65,46 days,10 days,Success
SUPP007,COMP0200,Delivery delay due to port congestion,11.47,336 days,149 days,Success
SUPP097,COMP0034,Supply shortage due to factory fire,4.31,62 days,37 days,Failure
SUPP024,COMP0189,Quality defect — batch recall issued,5.97,304 days,146 days,Failure
SUPP059,COMP0278,Geopolitical trade restriction imposed,3.98,188 days,28 days,Success
SUPP058,COMP0500,Delivery delay due to port congestion,3.82,206 days,17 days,Success
SUPP056,COMP0218,Export control regulation change,3.51,345 days,311 days,Success
SUPP016,COMP0177,Counterfeit component detection,9.05,144 days,67 days,Success
SUPP049,COMP0058,Sudden capacity reduction by supplier,5.73,6 days,3 days,Success
SUPP025,COMP0433,Supplier financial instability,6.78,178 days,33 days,Success
SUPP019,COMP0311,Supplier financial instability,4.06,207 days,105 days,Failure
SUPP084,COMP0026,Export control regulation change,11.42,315 days,240 days,Success
SUPP092,COMP0333,Pandemic-related facility shutdown,7.68,240 days,129 days,Failure
SUPP068,COMP0051,Supply shortage due to factory fire,11.73,181 days,93 days,Success
SUPP049,COMP0363,Logistics disruption — carrier strike,0.35,233 days,30 days,Failure
SUPP012,COMP0123,Wafer fab yield drop below threshold,5.44,133 days,42 days,Failure
SUPP001,COMP0340,Logistics disruption — carrier strike,10.72,23 days,14 days,Failure
SUPP020,COMP0039,Component discontinuation announcement,3.39,270 days,102 days,Failure
SUPP044,COMP0198,Pandemic-related facility shutdown,7.24,228 days,212 days,Success
SUPP019,COMP0354,Natural disaster impact on fab,8.15,321 days,312 days,Failure
SUPP045,COMP0348,Quality defect — batch recall issued,0.37,184 days,154 days,Success
SUPP039,COMP0134,Export control regulation change,2.46,219 days,122 days,Success
SUPP031,COMP0449,Delivery delay due to port congestion,0.49,55 days,55 days,Success
SUPP012,COMP0468,Component discontinuation announcement,0.03,141 days,125 days,Failure
SUPP021,COMP0305,Supplier financial instability,6.22,279 days,250 days,Success
SUPP067,COMP0169,Supply shortage due to factory fire,11.69,64 days,46 days,Success
SUPP064,COMP0008,Export control regulation change,10.53,222 days,44 days,Success
SUPP045,COMP0341,Pandemic-related facility shutdown,2.63,198 days,193 days,Success
SUPP090,COMP0490,Supplier financial instability,2.69,319 days,220 days,Success
SUPP048,COMP0038,Natural disaster impact on fab,3.89,289 days,158 days,Success
SUPP050,COMP0473,Export control regulation change,11.79,185 days,86 days,Success
SUPP006,COMP0132,Geopolitical trade restriction imposed,4.43,82 days,21 days,Success
SUPP008,COMP0481,Component discontinuation announcement,4.32,132 days,7 days,Failure
SUPP029,COMP0175,Wafer fab yield drop below threshold,7.23,311 days,243 days,Failure
SUPP051,COMP0011,Quality defect — batch recall issued,5.04,226 days,74 days,Success
SUPP095,COMP0382,Supply shortage due to factory fire,11.41,6 days,1 days,Success
SUPP060,COMP0179,Supply shortage due to factory fire,8.01,317 days,252 days,Success
SUPP072,COMP0161,Quality defect — batch recall issued,2.89,261 days,22 days,Success
SUPP058,COMP0137,Raw material scarcity — price surge,2.01,206 days,186 days,Success
SUPP055,COMP0465,Natural disaster impact on fab,9.08,202 days,74 days,Success
SUPP022,COMP0128,Sudden capacity reduction by supplier,5.77,56 days,24 days,Success
SUPP060,COMP0142,Wafer fab yield drop below threshold,2.11,301 days,85 days,Success
SUPP046,COMP0103,Logistics disruption — carrier strike,8.94,101 days,69 days,Failure
SUPP050,COMP0238,Component discontinuation announcement,2.36,289 days,158 days,Failure
SUPP033,COMP0126,Logistics disruption — carrier strike,4.06,202 days,111 days,Success
SUPP035,COMP0346,Component discontinuation announcement,9.74,316 days,23 days,Success
SUPP038,COMP0262,Counterfeit component detection,3.5,191 days,135 days,Failure
SUPP099,COMP0269,Sudden capacity reduction by supplier,7.89,335 days,163 days,Failure
SUPP014,COMP0124,Wafer fab yield drop below threshold,3.1,13 days,9 days,Success
SUPP064,COMP0146,Supplier financial instability,6.21,12 days,12 days,Success
SUPP067,COMP0162,Component discontinuation announcement,2.21,333 days,158 days,Success
SUPP019,COMP0443,Supplier financial instability,3.21,187 days,120 days,Failure
SUPP026,COMP0129,Natural disaster impact on fab,5.72,96 days,67 days,Failure
SUPP031,COMP0463,Raw material scarcity — price surge,3.82,66 days,15 days,Success
SUPP049,COMP0329,Component discontinuation announcement,7.97,36 days,32 days,Success
SUPP041,COMP0310,Counterfeit component detection,0.52,327 days,71 days,Success
SUPP030,COMP0026,Pandemic-related facility shutdown,2.92,55 days,28 days,Success
SUPP093,COMP0281,Counterfeit component detection,7.0,213 days,157 days,Failure
SUPP023,COMP0274,Delivery delay due to port congestion,1.58,73 days,61 days,Success
SUPP059,COMP0411,Raw material scarcity — price surge,7.02,111 days,25 days,Success
SUPP035,COMP0391,Counterfeit component detection,6.06,109 days,25 days,Success
SUPP045,COMP0351,Logistics disruption — carrier strike,3.05,35 days,16 days,Success
SUPP033,COMP0099,Pandemic-related facility shutdown,9.68,223 days,103 days,Success
SUPP025,COMP0421,Supply shortage due to factory fire,0.78,58 days,4 days,Failure
SUPP005,COMP0398,Quality defect — batch recall issued,8.91,37 days,13 days,Success
SUPP053,COMP0143,Component discontinuation announcement,3.52,350 days,287 days,Failure
SUPP016,COMP0303,Wafer fab yield drop below threshold,9.79,70 days,60 days,Success
SUPP079,COMP0242,Delivery delay due to port congestion,1.85,62 days,41 days,Success
SUPP046,COMP0164,Delivery delay due to port congestion,0.76,338 days,221 days,Success
SUPP092,COMP0428,Sudden capacity reduction by supplier,1.52,128 days,82 days,Success
SUPP087,COMP0197,Supply shortage due to factory fire,0.2,28 days,7 days,Failure
SUPP071,COMP0474,Quality defect — batch recall issued,5.23,266 days,89 days,Failure
SUPP084,COMP0006,Logistics disruption — carrier strike,3.48,109 days,20 days,Failure
SUPP084,COMP0177,Supplier financial instability,0.08,191 days,2 days,Failure
SUPP094,COMP0095,Pandemic-related facility shutdown,2.08,231 days,126 days,Success
SUPP001,COMP0455,Pandemic-related facility shutdown,2.03,306 days,209 days,Success
SUPP019,COMP0148,Supply shortage due to factory fire,6.7,93 days,13 days,Success
SUPP079,COMP0335,Quality defect — batch recall issued,9.76,312 days,40 days,Success
SUPP023,COMP0306,Sudden capacity reduction by supplier,10.03,26 days,5 days,Failure
SUPP062,COMP0125,Wafer fab yield drop below threshold,6.13,9 days,6 days,Success
SUPP054,COMP0408,Wafer fab yield drop below threshold,10.19,355 days,78 days,Failure
SUPP058,COMP0266,Counterfeit component detection,11.47,192 days,26 days,Success
SUPP043,COMP0051,Delivery delay due to port congestion,5.75,70 days,65 days,Success
SUPP076,COMP0277,Supply shortage due to factory fire,10.72,13 days,1 days,Success
SUPP008,COMP0333,Counterfeit component detection,5.23,38 days,34 days,Success
