Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0100,259.37,281951,37,0.74,2.9,SUPP026
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0254,578.28,411546,10,0.65,1.7,SUPP085
SUPP026,Lattice Semiconductor,Singapore,COMP0062,375.7,445608,4,0.56,2.0,SUPP010
SUPP059,Keysight Components,"Milan, Italy",COMP0185,666.73,281591,23,0.62,2.6,SUPP026
SUPP033,Bel Fuse,"Munich, Germany",COMP0435,538.75,325481,3,0.69,2.2,SUPP028
SUPP022,Bourns,Singapore,COMP0274,235.99,418736,25,0.54,2.2,SUPP014
SUPP099,Cohu Inc,"Bangalore, India",COMP0278,367.45,261800,37,0.93,2.2,SUPP090
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0305,301.99,223010,5,0.99,2.4,SUPP007
SUPP022,Bourns,Singapore,COMP0333,721.5,241024,37,0.6,3.1,SUPP091
SUPP047,Sensata Technologies,"Shanghai, China",COMP0092,471.97,235621,17,0.89,4.4,SUPP062
SUPP039,ISSI,"Stockholm, Sweden",COMP0327,645.73,308524,42,0.93,4.2,SUPP016
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0373,106.28,161314,33,0.89,4.1,SUPP097
SUPP099,Cohu Inc,"Bangalore, India",COMP0054,280.96,306736,3,0.64,3.4,SUPP007
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0208,669.6,455844,17,0.59,3.9,SUPP057
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0168,699.73,101391,33,0.7,2.7,SUPP005
SUPP076,Sprague Goodman,"Shanghai, China",COMP0379,313.93,383875,36,0.7,3.8,SUPP075
SUPP080,Bourns Inductors,"Shanghai, China",COMP0441,410.38,200559,32,0.72,4.3,SUPP082
SUPP004,Yageo Corporation,"Munich, Germany",COMP0336,619.66,174939,36,0.96,2.4,SUPP018
SUPP073,Stackpole Electronics,Singapore,COMP0079,102.43,403007,37,0.8,1.9,SUPP076
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0381,574.85,314280,21,0.71,1.2,SUPP096
SUPP081,Eaton Electronics,"Bangalore, India",COMP0224,668.75,61060,41,0.65,1.7,SUPP073
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0340,500.68,265877,25,0.87,2.3,SUPP069
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0471,83.99,175144,52,0.84,1.5,SUPP019
SUPP064,Microsemi,"Taipei, Taiwan",COMP0445,195.62,487491,3,0.7,3.8,SUPP066
SUPP057,Harting,"Tokyo, Japan",COMP0465,244.88,368002,12,0.83,1.9,SUPP043
SUPP081,Eaton Electronics,"Bangalore, India",COMP0463,104.11,485691,18,0.77,4.7,SUPP074
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0014,650.03,108050,39,0.79,4.3,SUPP007
SUPP019,Hirose Electric,"Milan, Italy",COMP0175,52.32,79400,9,0.64,4.3,SUPP006
SUPP076,Sprague Goodman,"Shanghai, China",COMP0317,542.01,113504,11,0.52,3.9,SUPP062
SUPP026,Lattice Semiconductor,Singapore,COMP0408,344.84,63618,41,0.78,3.2,SUPP088
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0405,466.64,207591,3,0.8,1.2,SUPP097
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0134,295.25,255960,28,0.72,4.7,SUPP099
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0323,380.71,152362,27,0.97,1.7,SUPP026
SUPP077,BC Components,"Seoul, South Korea",COMP0045,520.72,485865,42,0.86,1.4,SUPP016
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0358,17.97,62624,8,0.93,3.7,SUPP046
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0299,434.51,111470,31,0.96,1.7,SUPP083
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0121,147.12,307539,37,0.92,4.8,SUPP084
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0492,248.54,245523,9,0.97,3.3,SUPP028
SUPP095,GaN Systems,"San Jose, USA",COMP0437,505.93,378457,16,0.85,2.1,SUPP065
SUPP016,Molex,"Shanghai, China",COMP0428,604.09,138565,19,0.57,3.4,SUPP042
SUPP015,Analog Devices,"Munich, Germany",COMP0093,42.07,338148,12,0.83,3.2,SUPP084
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0157,52.64,77015,12,0.74,2.2,SUPP097
SUPP031,Rubycon,"Zurich, Switzerland",COMP0120,243.65,2058,46,0.85,5.0,SUPP060
SUPP017,TE Connectivity,"Austin, USA",COMP0105,395.96,388303,51,0.54,3.6,SUPP015
SUPP019,Hirose Electric,"Milan, Italy",COMP0324,463.96,165735,15,0.51,1.5,SUPP015
SUPP030,Nichicon,"Zurich, Switzerland",COMP0427,269.72,178466,51,0.75,4.4,SUPP048
SUPP039,ISSI,"Stockholm, Sweden",COMP0324,388.64,450748,18,0.74,5.0,SUPP073
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0375,328.39,101606,20,0.53,3.8,SUPP024
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0369,502.98,455659,40,0.86,3.3,SUPP078
SUPP095,GaN Systems,"San Jose, USA",COMP0384,111.78,483179,43,0.94,2.8,SUPP033
SUPP019,Hirose Electric,"Milan, Italy",COMP0321,654.5,16168,47,0.99,3.7,SUPP085
SUPP099,Cohu Inc,"Bangalore, India",COMP0424,195.84,393243,19,0.72,4.1,SUPP082
SUPP018,Amphenol,"London, UK",COMP0349,263.56,479606,48,0.71,1.3,SUPP092
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0360,567.71,211590,14,0.99,3.5,SUPP053
SUPP086,MediaTek,"Seoul, South Korea",COMP0319,418.89,67594,37,0.52,1.5,SUPP063
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0462,514.17,346025,21,0.73,2.5,SUPP014
SUPP057,Harting,"Tokyo, Japan",COMP0157,43.69,327259,5,0.82,4.0,SUPP026
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0142,530.72,386831,7,0.5,4.2,SUPP058
SUPP068,Mini-Circuits,"Munich, Germany",COMP0037,304.2,174453,49,0.9,1.5,SUPP041
SUPP086,MediaTek,"Seoul, South Korea",COMP0411,466.39,80321,9,0.86,4.6,SUPP066
SUPP077,BC Components,"Seoul, South Korea",COMP0335,541.91,382409,6,0.62,4.5,SUPP096
SUPP077,BC Components,"Seoul, South Korea",COMP0416,693.85,292561,6,0.77,2.0,SUPP100
SUPP031,Rubycon,"Zurich, Switzerland",COMP0323,310.95,426312,3,0.7,4.9,SUPP092
SUPP030,Nichicon,"Zurich, Switzerland",COMP0181,730.23,499878,7,0.81,1.4,SUPP009
SUPP064,Microsemi,"Taipei, Taiwan",COMP0041,141.29,426089,6,0.78,4.4,SUPP082
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0213,516.86,484995,13,0.67,2.4,SUPP064
SUPP081,Eaton Electronics,"Bangalore, India",COMP0247,147.56,102339,41,0.81,3.4,SUPP097
SUPP038,Epson Timing,"Bangalore, India",COMP0496,534.98,368215,48,0.72,3.0,SUPP079
SUPP022,Bourns,Singapore,COMP0055,159.8,285378,51,0.93,1.1,SUPP085
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0008,399.11,327986,12,0.74,2.2,SUPP062
SUPP031,Rubycon,"Zurich, Switzerland",COMP0017,655.13,492413,7,0.74,2.8,SUPP098
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0401,181.52,79765,41,0.85,1.2,SUPP045
SUPP058,ITT Cannon,"Munich, Germany",COMP0299,7.12,176765,46,0.76,1.8,SUPP055
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0200,711.58,125815,37,0.8,1.9,SUPP040
SUPP099,Cohu Inc,"Bangalore, India",COMP0196,0.8,329883,28,0.74,1.7,SUPP041
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0002,415.19,3340,30,0.9,2.6,SUPP071
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0470,279.58,147781,44,0.57,4.8,SUPP056
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0094,598.62,188957,44,0.67,3.1,SUPP057
SUPP030,Nichicon,"Zurich, Switzerland",COMP0425,120.72,102070,19,0.77,2.7,SUPP069
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0337,12.81,417404,10,0.8,4.4,SUPP035
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0084,318.64,130189,35,0.92,1.4,SUPP011
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0253,661.75,493097,9,0.78,1.7,SUPP024
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0236,51.74,453936,29,0.65,4.1,SUPP025
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0454,564.68,485921,37,0.93,3.1,SUPP028
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0049,608.94,97964,28,0.51,3.5,SUPP063
SUPP051,Phoenix Contact,"Bangalore, India",COMP0430,328.08,242781,10,0.63,2.4,SUPP021
SUPP091,Ohmite,"Osaka, Japan",COMP0375,26.78,244136,29,0.82,3.1,SUPP061
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0441,613.55,62703,7,0.77,3.0,SUPP014
SUPP091,Ohmite,"Osaka, Japan",COMP0015,384.31,154272,2,0.55,3.8,SUPP032
SUPP086,MediaTek,"Seoul, South Korea",COMP0270,148.62,345629,20,0.95,4.8,SUPP012
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0179,3.25,58791,16,0.97,1.9,SUPP100
SUPP037,Abracon,"Chennai, India",COMP0412,341.38,185848,24,0.99,4.9,SUPP075
SUPP044,Lumileds,"Austin, USA",COMP0279,45.59,450268,23,0.7,1.5,SUPP049
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0256,80.54,409801,28,0.81,4.4,SUPP085
SUPP086,MediaTek,"Seoul, South Korea",COMP0470,67.94,68527,34,0.56,3.6,SUPP035
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0470,592.72,210839,3,0.68,1.9,SUPP014
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0196,53.38,470670,12,0.55,4.1,SUPP068
SUPP059,Keysight Components,"Milan, Italy",COMP0295,368.06,171839,16,0.73,2.2,SUPP098
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0196,217.67,489773,37,0.93,3.7,SUPP053
SUPP100,Entegris,"Tokyo, Japan",COMP0175,41.77,256700,3,0.98,1.1,SUPP062
SUPP039,ISSI,"Stockholm, Sweden",COMP0182,368.05,485169,52,0.6,1.6,SUPP013
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0106,421.34,233185,2,0.76,1.8,SUPP055
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0443,297.51,417387,16,0.55,4.1,SUPP079
SUPP016,Molex,"Shanghai, China",COMP0436,708.38,464065,27,0.79,4.6,SUPP080
SUPP075,Illinois Capacitor,"London, UK",COMP0270,581.02,172629,19,0.98,1.3,SUPP043
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0327,564.49,329383,43,0.6,5.0,SUPP040
SUPP079,Sumida,"Stockholm, Sweden",COMP0391,284.79,498609,45,0.55,4.8,SUPP058
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0140,195.22,1489,18,0.91,1.5,SUPP097
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0311,747.34,463015,35,0.61,4.3,SUPP083
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0385,87.12,317127,48,0.52,2.4,SUPP038
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0428,343.6,73819,22,0.59,2.2,SUPP095
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0439,520.2,305144,10,0.73,4.8,SUPP053
SUPP085,Espressif Systems,"London, UK",COMP0245,402.05,123890,3,0.66,4.7,SUPP062
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0005,247.75,63162,40,0.6,4.9,SUPP021
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0049,381.64,40149,47,0.84,2.8,SUPP003
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0477,350.95,339937,36,0.75,1.9,SUPP048
SUPP058,ITT Cannon,"Munich, Germany",COMP0130,605.1,23192,12,0.65,3.9,SUPP099
SUPP012,Microchip Technology,"Eindhoven, Netherlands",COMP0080,450.49,238766,36,0.74,1.0,SUPP044
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0183,47.03,252262,19,0.7,1.3,SUPP048
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0120,247.18,60229,36,0.91,1.2,SUPP019
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0356,480.1,79170,16,0.7,2.0,SUPP029
SUPP022,Bourns,Singapore,COMP0028,261.2,55262,10,0.83,2.0,SUPP087
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0361,681.96,467955,11,0.78,3.3,SUPP022
SUPP030,Nichicon,"Zurich, Switzerland",COMP0014,253.7,292597,4,0.92,2.9,SUPP032
SUPP081,Eaton Electronics,"Bangalore, India",COMP0192,168.22,228980,35,0.65,2.0,SUPP058
SUPP068,Mini-Circuits,"Munich, Germany",COMP0163,721.07,210660,50,0.75,4.3,SUPP026
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0093,436.59,19000,8,0.79,2.1,SUPP035
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0409,72.05,290695,11,0.63,4.3,SUPP044
SUPP015,Analog Devices,"Munich, Germany",COMP0385,615.24,308071,35,0.6,2.4,SUPP082
SUPP076,Sprague Goodman,"Shanghai, China",COMP0304,302.48,120184,2,0.9,4.8,SUPP032
SUPP018,Amphenol,"London, UK",COMP0093,653.28,275074,2,0.89,4.3,SUPP046
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0484,695.83,76396,18,0.92,3.6,SUPP100
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0196,10.69,465233,22,0.54,1.7,SUPP011
SUPP008,Texas Instruments,Singapore,COMP0184,543.46,209662,26,0.6,5.0,SUPP011
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0302,507.06,494910,15,0.52,4.2,SUPP046
SUPP059,Keysight Components,"Milan, Italy",COMP0465,414.83,87314,39,0.89,1.1,SUPP039
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0398,594.5,170774,19,0.56,4.8,SUPP050
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0373,644.57,392696,44,0.97,2.9,SUPP021
SUPP076,Sprague Goodman,"Shanghai, China",COMP0219,522.73,285306,43,0.69,1.3,SUPP091
SUPP076,Sprague Goodman,"Shanghai, China",COMP0092,380.26,211664,8,0.65,4.0,SUPP068
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0412,666.34,25556,4,0.71,5.0,SUPP066
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0075,380.54,213874,28,0.86,2.6,SUPP031
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0374,452.34,186527,38,0.95,2.6,SUPP040
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0262,660.05,435982,47,0.7,1.9,SUPP089
SUPP076,Sprague Goodman,"Shanghai, China",COMP0059,154.81,6439,33,0.79,4.5,SUPP053
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0137,687.85,485755,24,0.67,2.3,SUPP035
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0401,516.85,280133,7,0.89,2.7,SUPP083
SUPP025,Maxim Integrated,"Milan, Italy",COMP0412,7.74,420345,48,0.97,3.3,SUPP032
SUPP031,Rubycon,"Zurich, Switzerland",COMP0169,94.66,463956,25,0.68,3.3,SUPP024
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0140,715.28,125353,7,0.58,3.7,SUPP040
SUPP044,Lumileds,"Austin, USA",COMP0074,336.26,41141,32,0.84,3.8,SUPP012
SUPP068,Mini-Circuits,"Munich, Germany",COMP0160,251.04,118737,26,0.56,3.2,SUPP022
SUPP085,Espressif Systems,"London, UK",COMP0492,182.74,433674,19,0.52,4.5,SUPP003
SUPP030,Nichicon,"Zurich, Switzerland",COMP0414,174.86,219658,7,0.62,2.9,SUPP060
SUPP068,Mini-Circuits,"Munich, Germany",COMP0200,345.73,222094,51,0.92,2.1,SUPP093
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0247,721.71,42271,12,0.54,4.2,SUPP078
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0102,6.05,319959,40,0.64,4.7,SUPP026
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0102,237.51,336632,16,0.81,4.2,SUPP090
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0466,354.86,252893,42,0.68,4.0,SUPP030
SUPP073,Stackpole Electronics,Singapore,COMP0250,425.8,280154,4,0.9,3.8,SUPP039
SUPP043,Cree LED,"Bangalore, India",COMP0258,252.07,400793,5,0.81,2.7,SUPP015
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0382,702.47,341963,16,0.67,4.4,SUPP049
SUPP019,Hirose Electric,"Milan, Italy",COMP0177,410.34,256903,42,0.56,4.0,SUPP077
SUPP077,BC Components,"Seoul, South Korea",COMP0342,464.54,303218,31,0.84,1.7,SUPP079
SUPP008,Texas Instruments,Singapore,COMP0413,658.46,316979,39,0.9,1.6,SUPP038
SUPP033,Bel Fuse,"Munich, Germany",COMP0046,652.97,184187,21,0.7,1.0,SUPP012
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0079,544.56,316047,11,0.61,1.8,SUPP013
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0318,252.17,212960,11,0.91,2.3,SUPP071
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0466,123.63,188131,49,0.91,3.1,SUPP079
SUPP064,Microsemi,"Taipei, Taiwan",COMP0402,555.89,385157,39,0.8,1.9,SUPP099
SUPP031,Rubycon,"Zurich, Switzerland",COMP0068,14.08,303098,23,0.81,2.9,SUPP090
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0395,200.29,230283,41,1.0,2.2,SUPP036
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0328,308.37,268450,25,0.8,3.2,SUPP088
SUPP073,Stackpole Electronics,Singapore,COMP0313,478.27,432727,33,0.51,4.1,SUPP032
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0296,198.26,479467,23,0.87,1.8,SUPP021
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0446,415.14,423266,50,0.76,1.8,SUPP095
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0339,320.47,390047,12,0.68,4.7,SUPP013
SUPP004,Yageo Corporation,"Munich, Germany",COMP0412,169.74,229375,46,0.84,4.7,SUPP078
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0216,244.45,143976,31,0.98,1.2,SUPP006
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0327,615.56,250905,11,0.82,3.7,SUPP017
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0320,496.26,341395,35,0.71,4.0,SUPP068
SUPP019,Hirose Electric,"Milan, Italy",COMP0027,490.8,305215,43,0.64,2.7,SUPP003
SUPP030,Nichicon,"Zurich, Switzerland",COMP0312,543.93,425807,24,0.68,1.6,SUPP006
SUPP064,Microsemi,"Taipei, Taiwan",COMP0495,267.38,115335,14,0.68,4.8,SUPP060
SUPP018,Amphenol,"London, UK",COMP0241,417.09,145120,40,0.5,1.8,SUPP033
SUPP063,International Rectifier,"Gyeonggi, South Korea",COMP0167,715.98,403551,52,0.93,3.1,SUPP056
SUPP095,GaN Systems,"San Jose, USA",COMP0316,107.15,499874,34,0.6,4.2,SUPP083
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0227,266.18,456397,40,0.9,1.9,SUPP047
SUPP086,MediaTek,"Seoul, South Korea",COMP0086,27.94,246436,11,0.6,4.7,SUPP004
SUPP057,Harting,"Tokyo, Japan",COMP0092,236.3,159563,31,0.93,4.3,SUPP084
SUPP019,Hirose Electric,"Milan, Italy",COMP0060,420.59,403527,35,0.95,3.2,SUPP041
SUPP085,Espressif Systems,"London, UK",COMP0390,644.07,158736,48,0.72,1.7,SUPP020
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0153,371.84,346824,14,0.95,1.7,SUPP070
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0272,250.32,358902,3,0.52,4.4,SUPP029
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0036,538.74,99470,44,0.59,2.7,SUPP007
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0320,356.68,75027,4,0.65,1.5,SUPP052
SUPP081,Eaton Electronics,"Bangalore, India",COMP0030,254.05,400527,2,1.0,4.8,SUPP019
SUPP059,Keysight Components,"Milan, Italy",COMP0318,433.55,210150,43,0.81,4.3,SUPP070
SUPP019,Hirose Electric,"Milan, Italy",COMP0162,615.44,433152,23,0.82,1.5,SUPP066
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0480,238.38,429084,25,0.88,3.2,SUPP055
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0458,186.84,104975,49,0.84,1.1,SUPP059
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0364,312.94,409521,12,0.86,1.5,SUPP066
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0161,586.67,64906,38,0.69,3.4,SUPP089
SUPP017,TE Connectivity,"Austin, USA",COMP0315,25.68,253763,30,0.89,3.8,SUPP095
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0225,143.28,87780,1,0.52,1.1,SUPP071
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0198,540.42,178153,38,0.63,1.5,SUPP030
SUPP019,Hirose Electric,"Milan, Italy",COMP0053,146.17,30911,33,0.9,4.4,SUPP013
SUPP091,Ohmite,"Osaka, Japan",COMP0410,612.57,110615,31,0.61,2.4,SUPP036
SUPP068,Mini-Circuits,"Munich, Germany",COMP0072,469.14,57230,36,0.95,1.8,SUPP036
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0029,362.67,326497,25,0.91,1.6,SUPP088
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0202,717.44,254563,16,0.87,4.0,SUPP007
SUPP076,Sprague Goodman,"Shanghai, China",COMP0177,76.91,487130,40,0.95,1.5,SUPP058
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0142,561.22,65874,50,0.78,3.5,SUPP008
SUPP075,Illinois Capacitor,"London, UK",COMP0183,450.02,12861,22,0.79,1.0,SUPP091
SUPP026,Lattice Semiconductor,Singapore,COMP0235,28.08,75252,20,0.95,2.9,SUPP072
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0037,697.2,412933,3,0.58,3.0,SUPP067
SUPP068,Mini-Circuits,"Munich, Germany",COMP0343,667.41,138668,11,0.6,4.8,SUPP002
SUPP070,Susumu,"Munich, Germany",COMP0093,220.83,402433,21,0.74,2.9,SUPP090
SUPP095,GaN Systems,"San Jose, USA",COMP0296,426.03,269047,9,0.72,4.5,SUPP023
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0310,464.91,164977,42,0.63,1.1,SUPP036
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0309,190.75,56732,23,0.82,4.0,SUPP085
SUPP020,JST,"Munich, Germany",COMP0108,404.57,289448,50,0.86,1.0,SUPP085
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0034,733.89,401395,9,0.59,1.7,SUPP087
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0358,692.83,464302,43,0.98,2.3,SUPP005
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0232,534.85,347360,1,0.88,2.2,SUPP008
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0483,92.19,49855,8,0.86,4.0,SUPP024
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0213,711.09,79641,46,0.84,1.7,SUPP061
SUPP080,Bourns Inductors,"Shanghai, China",COMP0017,282.84,382397,28,0.82,2.1,SUPP099
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0108,324.2,9577,32,0.65,1.3,SUPP052
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0373,85.38,132562,5,0.75,2.9,SUPP046
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0498,289.98,260374,50,0.55,3.7,SUPP038
SUPP041,Macronix International,"Shanghai, China",COMP0063,616.28,225944,27,0.61,4.4,SUPP045
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0314,137.28,459441,8,0.66,4.3,SUPP050
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0096,226.13,79582,26,0.8,4.4,SUPP039
SUPP075,Illinois Capacitor,"London, UK",COMP0364,284.56,221318,20,0.77,2.7,SUPP028
SUPP015,Analog Devices,"Munich, Germany",COMP0412,61.52,259104,35,0.93,4.0,SUPP040
SUPP091,Ohmite,"Osaka, Japan",COMP0144,261.28,368418,52,0.78,1.3,SUPP042
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0278,268.19,230856,5,0.79,1.6,SUPP032
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0263,671.07,350182,19,0.64,4.3,SUPP072
SUPP057,Harting,"Tokyo, Japan",COMP0212,53.48,483591,52,0.94,2.6,SUPP041
SUPP008,Texas Instruments,Singapore,COMP0044,434.08,140224,7,0.86,3.8,SUPP014
SUPP043,Cree LED,"Bangalore, India",COMP0091,169.5,477694,2,0.72,4.3,SUPP066
SUPP079,Sumida,"Stockholm, Sweden",COMP0398,559.15,242529,3,0.63,2.9,SUPP029
SUPP076,Sprague Goodman,"Shanghai, China",COMP0423,55.3,301083,50,0.66,1.0,SUPP028
SUPP037,Abracon,"Chennai, India",COMP0097,408.72,80477,45,0.54,4.2,SUPP065
SUPP047,Sensata Technologies,"Shanghai, China",COMP0422,35.08,35153,26,0.6,4.6,SUPP027
SUPP051,Phoenix Contact,"Bangalore, India",COMP0117,235.67,190303,3,0.9,4.4,SUPP061
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0396,223.93,15081,22,0.69,3.4,SUPP100
SUPP041,Macronix International,"Shanghai, China",COMP0064,509.75,211942,2,0.61,3.0,SUPP017
SUPP081,Eaton Electronics,"Bangalore, India",COMP0448,106.96,478943,25,0.75,1.4,SUPP054
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0480,682.58,179801,7,0.81,3.2,SUPP007
SUPP038,Epson Timing,"Bangalore, India",COMP0462,415.96,300877,50,0.57,1.2,SUPP008
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0072,203.45,316234,18,0.96,4.9,SUPP022
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0084,54.03,425640,49,0.89,4.3,SUPP066
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0458,539.96,114944,13,0.55,2.4,SUPP075
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0366,572.79,337886,35,0.85,2.0,SUPP030
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0142,599.82,184789,50,0.79,3.1,SUPP049
SUPP095,GaN Systems,"San Jose, USA",COMP0476,107.19,288179,14,0.92,1.3,SUPP061
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0463,481.46,9161,19,0.71,1.7,SUPP049
